[RUN] ALT_HOLD hover=1430 target=1.00 kp=0.80 ki=0.00 kd=70.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag
[FLT] 993,10,cascade,0.341,0.341,0.436,100,0.350,0.269,1,0.299,0.308,33,0,33,0,-0.034,-0.042,-0.342,-24,-0,1406,1406,1130,1730,0,8,7,510,9,51,0,0.1,0.0,358,125,35,1500,1800,1800,11.9,2.62,31
[FLT] 1075,10,cascade,0.401,0.401,0.496,100,0.370,0.331,1,0.332,0.405,52,8,52,0,-0.056,-0.069,-0.461,-32,-0,1398,1397,1130,1730,0,7,16,455,23,30,11,0.1,0.0,358,125,35,1500,1800,1800,11.9,2.62,31
[FLT] 1157,10,cascade,0.442,0.442,0.537,100,0.420,0.415,1,0.364,0.485,52,23,52,0,-0.062,-0.078,-0.548,-38,-0,1392,1391,1130,1730,0,7,16,455,23,30,11,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.62,31
[FLT] 1239,10,cascade,0.442,0.442,0.537,100,0.480,0.492,1,0.397,0.510,52,39,52,0,-0.036,-0.045,-0.545,-38,-0,1392,1391,1130,1730,0,7,16,455,23,30,11,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.40,31
[FLT] 1317,10,cascade,0.482,0.482,0.577,100,0.500,0.528,1,0.428,0.489,48,43,48,0,-0.043,-0.054,-0.532,-37,-0,1393,1392,1130,1730,0,-4,9,440,-13,-36,12,0.0,0.0,358,124,35,1500,1800,1800,11.9,2.40,31
[FLT] 1398,10,cascade,0.505,0.505,0.600,100,0.510,0.552,1,0.461,0.483,48,35,48,0,-0.035,-0.044,-0.518,-36,-0,1394,1393,1130,1730,0,-4,9,440,-13,-36,12,0.0,0.0,358,125,35,1500,1800,1800,11.9,2.32,31
[FLT] 1480,10,cascade,0.514,0.514,0.609,100,0.520,0.573,1,0.494,0.437,38,25,38,0,-0.016,-0.020,-0.453,-32,-0,1398,1398,1130,1730,0,16,-4,444,-5,13,-12,0.0,0.0,358,125,35,1500,1800,1800,11.9,2.32,31
[FLT] 1561,10,cascade,0.517,0.517,0.612,100,0.540,0.598,1,0.526,0.397,38,21,38,0,0.007,0.009,-0.390,-27,-0,1403,1402,1130,1730,0,16,-4,444,-5,13,-12,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.32,31
[FLT] 1644,10,cascade,0.496,0.496,0.591,100,0.580,0.631,1,0.559,0.385,38,22,38,0,0.051,0.063,-0.335,-23,-0,1407,1406,1130,1730,0,16,-4,444,-5,13,-12,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.32,31
[FLT] 1721,10,cascade,0.469,0.469,0.564,100,0.550,0.594,1,0.590,0.286,24,13,24,0,0.097,0.121,-0.189,-13,-0,1417,1416,1130,1730,0,-3,13,491,40,15,29,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.32,31
[FLT] 1802,10,cascade,0.431,0.431,0.526,100,0.520,0.558,1,0.622,0.254,24,0,24,0,0.150,0.191,-0.104,-7,-0,1423,1422,1130,1730,0,-3,13,491,40,15,29,0.1,0.0,358,125,35,1500,1800,1800,11.9,2.50,31
[FLT] 1884,10,cascade,0.389,0.389,0.484,100,0.510,0.538,1,0.655,0.143,1,0,1,0,0.174,0.266,0.031,2,0,1432,1432,1130,1730,0,-6,17,525,7,46,-9,0.1,0.0,358,125,35,1500,1800,1800,11.9,2.50,31
[FLT] 1966,10,cascade,0.389,0.389,0.484,100,0.470,0.492,1,0.688,0.050,1,-7,1,0,0.185,0.299,0.134,9,0,1439,1439,1130,1730,0,-6,17,525,7,46,-9,0.1,0.1,358,125,35,1500,1800,1800,11.9,2.50,31
[FLT] 2048,10,cascade,0.347,0.347,0.442,100,0.440,0.456,1,0.721,0.022,1,-19,1,0,0.209,0.374,0.187,13,0,1443,1443,1130,1730,0,-6,17,525,7,46,-9,0.1,0.1,358,125,35,1500,1800,1800,11.9,2.70,31
[FLT] 2126,10,cascade,0.301,0.301,0.396,100,0.430,0.435,1,0.752,-0.075,-12,-21,-12,0,0.234,0.451,0.309,22,0,1452,1451,1130,1730,0,6,12,562,-6,-18,-44,0.0,-0.1,358,125,35,1500,1800,1800,11.9,2.70,31
[FLT] 2207,10,cascade,0.257,0.257,0.352,100,0.430,0.416,1,0.784,-0.106,-12,-15,-12,0,0.250,0.527,0.356,25,0,1455,1454,1130,1730,0,6,12,562,-6,-18,-44,0.0,-0.1,358,125,35,1500,1800,1800,11.9,2.92,31
[FLT] 2289,10,cascade,0.222,0.222,0.317,100,0.340,0.321,1,0.817,-0.150,-20,-28,-20,0,0.250,0.595,0.400,28,0,1458,1458,1130,1730,0,17,8,596,-4,49,29,0.0,-0.1,358,125,35,1500,1800,1800,11.9,2.92,31
[FLT] 2370,10,cascade,0.197,0.197,0.292,100,0.290,0.275,1,0.850,-0.185,-20,-41,-20,0,0.250,0.653,0.435,30,0,1460,1460,1130,1730,0,17,8,596,-4,49,29,0.0,0.0,358,124,35,1500,1800,1800,11.9,2.92,31
[FLT] 2453,10,cascade,0.171,0.171,0.266,100,0.260,0.251,1,0.883,-0.195,-20,-44,-20,0,0.250,0.712,0.445,31,0,1461,1461,1130,1730,0,17,8,596,-4,49,29,0.0,0.0,358,124,35,1500,1800,1800,11.9,3.05,31
[FLT] 2530,10,cascade,0.158,0.158,0.253,100,0.230,0.227,1,0.914,-0.205,-21,-44,-21,0,0.250,0.756,0.455,32,0,1462,1461,1130,1730,0,-4,18,579,-23,2,3,0.0,0.0,358,124,35,1500,1800,1800,11.9,3.05,31
[FLT] 2611,10,cascade,0.158,0.158,0.253,100,0.240,0.242,1,0.946,-0.209,-21,-32,-21,0,0.250,0.788,0.459,32,0,1462,1462,1130,1730,0,-4,18,579,-23,2,3,0.0,0.0,358,124,35,1500,1800,1800,11.9,3.10,31
[FLT] 2693,10,cascade,0.155,0.155,0.250,100,0.250,0.251,1,0.979,-0.192,-17,-15,-17,0,0.250,0.824,0.442,31,0,1461,1460,1130,1730,0,-2,20,587,28,-14,15,0.0,0.0,358,124,35,1500,1800,1800,11.9,3.10,31
[FLT] 2774,10,cascade,0.163,0.163,0.258,100,0.220,0.228,1,1.000,-0.177,-17,-10,-17,0,0.250,0.837,0.427,30,0,1460,1459,1130,1730,0,-2,20,587,28,-14,15,0.1,-0.1,358,124,35,1500,1800,1800,11.9,3.10,31
[FLT] 2857,10,cascade,0.180,0.180,0.275,100,0.230,0.247,1,1.000,-0.172,-17,-5,-17,0,0.250,0.820,0.422,30,0,1460,1459,1130,1730,0,-2,20,587,28,-14,15,0.1,-0.1,358,124,35,1500,1800,1800,11.9,3.12,31
[FLT] 2935,10,cascade,0.204,0.204,0.299,100,0.250,0.275,1,1.000,-0.089,-5,0,-5,0,0.250,0.796,0.339,24,0,1454,1453,1130,1730,0,-6,18,575,0,-2,-21,0.0,0.0,358,124,35,1500,1800,1800,11.9,3.12,31
[FLT] 3016,10,cascade,0.231,0.231,0.326,100,0.250,0.284,1,1.000,-0.062,-5,0,-5,0,0.250,0.769,0.312,22,0,1452,1451,1130,1730,0,-6,18,575,0,-2,-21,0.0,0.0,358,125,35,1500,1800,1800,11.9,3.05,31
[FLT] 3097,10,cascade,0.268,0.268,0.363,100,0.300,0.339,1,1.000,-0.010,5,4,5,0,0.250,0.732,0.260,18,0,1448,1448,1130,1730,0,6,-10,556,-26,-2,-19,0.0,0.0,358,125,35,1500,1800,1800,11.9,3.05,31
[FLT] 3179,10,cascade,0.312,0.312,0.407,100,0.340,0.383,1,1.000,0.032,5,18,5,0,0.250,0.688,0.218,15,0,1445,1445,1130,1730,0,6,-10,556,-26,-2,-19,0.1,0.0,358,124,35,1500,1800,1800,11.9,3.05,31
[FLT] 3261,10,cascade,0.354,0.354,0.449,100,0.390,0.435,1,1.000,0.044,5,31,5,0,0.250,0.646,0.206,14,0,1444,1444,1130,1730,0,6,-10,556,-26,-2,-19,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.95,31
[FLT] 3339,10,cascade,0.354,0.354,0.449,100,0.450,0.488,1,1.000,0.124,16,43,16,0,0.250,0.646,0.126,9,0,1439,1438,1130,1730,0,1,-2,548,-34,50,-13,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.95,31
[FLT] 3420,10,cascade,0.398,0.398,0.493,100,0.460,0.498,1,1.000,0.149,16,41,16,0,0.250,0.602,0.101,7,0,1437,1437,1130,1730,0,1,-2,548,-34,50,-13,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.85,31
[FLT] 3502,10,cascade,0.442,0.442,0.537,100,0.500,0.539,1,1.000,0.192,24,40,24,0,0.250,0.558,0.058,4,0,1434,1434,1130,1730,0,5,-2,529,4,18,7,0.1,0.0,358,124,35,1500,1800,1800,11.9,2.85,31
[FLT] 3584,10,cascade,0.492,0.492,0.587,100,0.550,0.592,1,1.000,0.225,24,41,24,0,0.250,0.508,0.025,2,0,1432,1431,1130,1730,0,5,-2,529,4,18,7,0.0,0.0,358,124,35,1500,1800,1800,11.9,2.85,31
[FLT] 3667,10,cascade,0.531,0.531,0.626,100,0.580,0.624,1,1.000,0.236,24,44,24,0,0.240,0.469,0.004,0,0,1430,1430,1130,1730,0,5,-2,529,4,18,7,0.0,0.0,358,124,35,1500,1800,1800,11.9,2.75,31
[FLT] 3744,10,cascade,0.579,0.579,0.674,100,0.600,0.647,1,1.000,0.280,30,38,30,0,0.224,0.421,-0.055,-4,-0,1426,1426,1130,1730,0,5,-13,522,4,34,3,0.0,0.0,358,124,35,1500,1800,1800,11.9,2.75,31
[FLT] 3825,10,cascade,0.614,0.614,0.709,100,0.650,0.697,1,1.000,0.294,30,41,30,0,0.213,0.386,-0.081,-6,-0,1424,1424,1130,1730,0,5,-13,522,4,34,3,0.0,0.0,358,125,35,1500,1800,1800,11.9,2.67,31
[FLT] 3907,10,cascade,0.650,0.650,0.745,100,0.670,0.720,1,1.000,0.337,39,39,39,0,0.201,0.350,-0.136,-10,-0,1420,1420,1130,1730,0,3,-20,498,18,40,14,0.0,0.0,358,125,35,1500,1800,1800,11.9,2.67,31
[FLT] 3989,10,cascade,0.680,0.680,0.775,100,0.720,0.771,1,1.000,0.374,39,37,39,0,0.192,0.320,-0.182,-13,-0,1417,1417,1130,1730,0,3,-20,498,18,40,14,0.1,0.0,358,125,35,1500,1800,1800,11.9,2.67,31
[FLT] 4071,10,cascade,0.680,0.680,0.775,100,0.780,0.822,1,1.000,0.385,39,44,39,0,0.192,0.320,-0.194,-14,-0,1416,1416,1130,1730,0,3,-20,498,18,40,14,0.1,0.0,358,125,35,1500,1800,1800,11.9,2.57,31
[FLT] 4148,10,cascade,0.709,0.709,0.804,100,0.830,0.859,1,1.000,0.368,36,53,36,0,0.182,0.291,-0.186,-13,-0,1417,1416,1130,1730,0,-21,8,493,-17,-5,2,0.0,0.0,358,125,35,1500,1800,1800,11.9,2.57,31
[FLT] 1,8,landing,0.736,0.736,0.831,100,0.840,0.861,1,1.000,0.362,36,49,36,0,-0.400,0.000,-0.762,-91,0,1159,1159,1130,1480,0,-21,8,493,-17,-5,2,0.0,0.0,358,125,35,1500,1800,1800,11.9,2.55,31
[FLT] 82,8,landing,0.745,0.745,0.840,100,0.850,0.864,1,1.000,0.335,30,36,30,0,-0.400,0.000,-0.735,-88,0,1162,1162,1130,1480,0,-25,9,230,86,-118,-27,0.0,0.0,358,125,35,1500,1800,1800,11.9,2.55,31
[FLT] 164,8,landing,0.749,0.749,0.844,100,0.810,0.825,1,1.000,0.311,30,13,30,0,-0.400,0.000,-0.711,-85,0,1165,1165,1130,1480,0,-25,9,230,86,-118,-27,0.3,-0.1,358,124,35,1500,1800,1800,11.9,2.55,31
[FLT] 246,8,landing,0.710,0.710,0.805,100,0.800,0.818,1,1.000,0.303,30,0,30,0,-0.400,0.000,-0.703,-84,0,1166,1166,1130,1480,0,-25,9,230,86,-118,-27,0.3,-0.1,358,124,35,1500,1800,1800,11.9,1.20,31
[FLT] 324,8,landing,0.602,0.602,0.697,100,0.860,0.852,1,1.000,0.205,16,3,16,0,-0.400,0.000,-0.605,-72,0,1178,1178,1130,1480,0,2,9,114,85,72,-49,0.5,0.2,358,124,35,1500,1800,1800,11.9,1.20,31
[FLT] 405,8,landing,0.690,0.602,0.697,35,0.860,0.833,3,1.000,0.139,8,8,16,1,-0.400,0.000,-0.539,-64,0,1186,1186,1130,1480,0,2,9,114,85,72,-49,0.5,0.2,358,124,35,1500,1800,1800,12.0,0.82,31
[FLT] 487,8,landing,0.677,0.602,0.697,35,0.840,0.813,3,1.000,0.045,0,0,16,1,-0.400,0.000,-0.445,-53,0,1197,1197,1130,1480,0,223,-527,660,-4395,-4187,1247,0.5,0.2,358,124,35,1500,1800,1800,12.0,0.82,31
[FLT] 569,8,landing,0.762,0.602,0.697,35,0.970,0.943,3,1.000,0.160,29,29,16,1,-0.400,0.000,-0.560,-67,0,1183,1183,1130,1480,0,223,-527,660,-4395,-4187,1247,-19.4,-4.7,0,124,35,1500,1800,1800,12.0,0.82,31
