[RUN] ALT_HOLD hover=1430 target=1.10 kp=0.80 ki=0.00 kd=70.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag
[FLT] 1135,10,guard,0.409,0.409,0.482,100,0.410,0.433,1,0.409,0.000,32,32,50,1,0.000,0.000,0.000,0,0,1483,1483,1483,1483,0,-20,17,582,-1,115,-116,0.1,0.0,359,125,35,1500,1800,1800,11.6,3.30,31
[FLT] 1218,10,cascade,0.493,0.493,0.566,100,0.470,0.523,1,0.519,0.239,51,51,50,1,0.096,0.026,-0.143,-10,-0,1420,1465,1130,1730,1,-20,17,582,-1,115,-116,0.1,0.0,359,125,35,1500,1800,1800,11.5,3.50,31
[FLT] 1295,10,cascade,0.594,0.594,0.667,100,0.540,0.623,1,0.549,0.497,64,64,62,1,0.102,-0.045,-0.395,-28,-0,1402,1465,1130,1730,1,45,-29,578,-32,169,-209,0.0,0.0,359,125,35,1500,1800,1800,11.5,3.50,31
[FLT] 1376,10,cascade,0.683,0.683,0.756,100,0.600,0.701,1,0.582,0.647,72,72,62,1,0.120,-0.101,-0.527,-37,-0,1393,1465,1130,1730,1,45,-29,578,-32,169,-209,0.0,0.0,359,124,35,1500,1800,1800,11.5,3.40,31
[FLT] 1458,10,cascade,0.803,0.803,0.876,100,0.680,0.803,1,0.615,0.736,79,79,62,1,0.149,-0.188,-0.587,-41,-0,1389,1465,1130,1730,1,29,22,546,-5,202,34,0.0,0.0,359,124,35,1500,1800,1800,11.5,3.40,31
[FLT] 1539,10,cascade,0.887,0.887,0.960,100,0.850,0.980,1,0.647,0.914,105,105,74,1,-0.132,-0.240,-1.046,-73,-0,1357,1356,1130,1730,0,29,22,546,-5,202,34,0.1,0.0,359,124,35,1500,1800,1800,11.5,3.40,31
[FLT] 1622,10,cascade,0.984,0.984,1.057,100,0.910,1.047,1,0.680,1.079,116,116,74,1,-0.149,-0.304,-1.228,-86,-0,1344,1344,1130,1730,0,29,22,546,-5,202,34,0.1,0.0,359,124,35,1500,1800,1800,11.5,3.30,31
[FLT] 1699,10,cascade,0.984,0.984,1.057,100,1.010,1.143,1,0.711,1.132,116,116,79,1,-0.141,-0.273,-1.273,-89,-0,1341,1340,1130,1730,0,-18,-4,375,-16,-78,-80,0.1,0.1,359,124,35,1500,1800,1800,11.5,3.30,31
[FLT] 1781,10,cascade,1.148,1.148,1.221,100,1.150,1.278,1,0.744,1.221,129,129,79,1,-0.175,-0.404,-1.397,-98,-0,1332,1332,1130,1730,0,-18,-4,375,-16,-78,-80,0.1,0.1,359,124,35,1500,1800,1800,11.5,2.10,31
[FLT] 1862,10,cascade,1.028,1.028,1.101,100,1.270,1.344,1,0.776,1.381,147,147,79,1,-0.135,-0.252,-1.516,-106,-0,1324,1323,1130,1730,0,4,-2,308,5,46,15,0.1,0.1,359,124,35,1500,1800,1800,11.5,2.10,31
[FLT] 1943,10,cascade,1.157,1.157,1.230,100,1.370,1.410,1,0.809,1.445,146,146,82,1,-0.161,-0.348,-1.606,-112,-0,1318,1317,1130,1730,0,4,-2,308,5,46,15,0.0,0.1,359,125,35,1500,1800,1800,11.5,2.10,31
[FLT] 2026,10,cascade,1.210,1.210,1.283,100,1.440,1.451,1,0.842,1.388,134,134,82,1,-0.166,-0.368,-1.554,-109,-0,1321,1321,1130,1730,0,4,-2,308,5,46,15,0.0,0.1,359,125,35,1500,1800,1800,11.6,1.70,31
[FLT] 2103,10,cascade,1.080,1.080,1.153,100,1.460,1.422,1,0.873,1.228,110,110,45,1,-0.124,-0.207,-1.352,-95,-0,1335,1335,1130,1730,0,52,9,293,-7,311,-69,0.2,0.0,358,125,35,1500,1800,1800,11.6,1.70,31
[FLT] 2184,10,cascade,1.217,1.217,1.290,100,1.440,1.384,1,0.905,0.902,70,70,45,1,-0.151,-0.312,-1.053,-74,-0,1356,1356,1130,1730,0,52,9,293,-7,311,-69,0.2,0.0,358,124,35,1500,1800,1800,11.6,1.72,31
[FLT] 2266,10,cascade,1.147,1.147,1.220,100,1.420,1.347,1,0.938,0.570,37,37,45,1,-0.124,-0.209,-0.694,-49,-0,1381,1381,1130,1730,0,56,27,375,-8,18,-70,0.2,0.0,358,124,35,1500,1800,1800,11.6,1.72,31
[FLT] 2347,10,cascade,1.083,1.083,1.156,100,1.390,1.294,1,0.970,0.249,6,6,41,1,-0.090,-0.113,-0.339,-24,-0,1406,1406,1130,1730,0,56,27,375,-8,18,-70,0.1,0.0,358,125,35,1500,1800,1800,11.6,1.72,31
[FLT] 2430,10,cascade,1.083,1.083,1.156,100,1.340,1.230,1,1.003,0.362,41,0,41,0,-0.064,-0.080,-0.426,-30,-0,1400,1400,1130,1730,0,56,27,375,-8,18,-70,0.1,0.0,358,125,35,1500,1800,1800,11.6,2.10,31
[FLT] 2507,10,cascade,0.991,0.991,1.064,100,1.270,1.142,1,1.034,-0.007,-23,-23,5,1,0.035,0.043,0.042,3,0,1433,1432,1130,1730,0,-14,6,454,20,57,-43,0.2,0.1,358,125,35,1500,1800,1800,11.6,2.10,31
[FLT] 2589,10,cascade,0.881,0.881,0.954,100,1.200,1.050,1,1.067,-0.293,-45,-45,5,1,0.148,0.186,0.441,31,0,1461,1460,1130,1730,0,-14,6,454,20,57,-43,0.2,0.1,358,124,35,1500,1800,1800,11.6,2.52,31
[FLT] 2671,10,cascade,0.774,0.774,0.847,100,1.100,0.932,1,1.100,-0.548,-70,-70,5,1,0.193,0.326,0.741,52,0,1482,1481,1130,1730,0,-11,11,591,-34,11,24,0.2,0.1,358,124,35,1500,1800,1800,11.6,2.52,31
[FLT] 2752,10,cascade,0.650,0.650,0.723,100,0.950,0.769,1,1.100,-0.831,-101,-101,-46,1,0.234,0.450,1.064,75,0,1505,1504,1130,1730,0,-11,11,591,-34,11,24,0.0,0.0,359,124,35,1500,1800,1800,11.6,2.52,31
[FLT] 2835,10,cascade,0.538,0.538,0.611,100,0.820,0.645,1,1.100,-1.099,-126,-126,-46,1,0.250,0.562,1.349,94,0,1524,1524,1130,1730,0,-11,11,591,-34,11,24,0.0,0.0,359,124,35,1500,1800,1800,11.5,3.47,31
[FLT] 2912,10,cascade,0.443,0.443,0.516,100,0.740,0.569,1,1.100,-1.265,-135,-135,-63,1,0.250,0.657,1.515,106,0,1536,1536,1130,1730,0,7,10,707,-53,47,11,0.1,-0.1,358,124,35,1500,1800,1800,11.5,3.47,31
[FLT] 2994,10,cascade,0.368,0.368,0.441,100,0.690,0.515,1,1.100,-1.238,-120,-120,-63,1,0.250,0.732,1.488,104,0,1534,1534,1130,1730,0,7,10,707,-53,47,11,0.1,-0.1,358,125,35,1500,1800,1800,11.5,3.92,31
[FLT] 3075,10,cascade,0.334,0.334,0.407,100,0.640,0.463,1,1.100,-1.123,-105,-105,-63,1,0.250,0.766,1.373,96,0,1526,1526,1130,1730,0,-4,34,719,24,-150,136,0.1,-0.1,358,125,35,1500,1800,1800,11.5,3.92,31
[FLT] 3157,10,cascade,0.334,0.334,0.407,100,0.530,0.369,1,1.100,-1.049,-102,-102,-60,1,0.250,0.766,1.299,91,0,1521,1520,1130,1730,0,-4,34,719,24,-150,136,-0.1,0.0,358,124,35,1500,1800,1800,11.5,3.92,31
[FLT] 3239,10,cascade,0.327,0.327,0.400,100,0.450,0.317,1,1.100,-1.036,-103,-103,-60,1,0.250,0.773,1.286,90,0,1520,1519,1130,1730,0,-4,34,719,24,-150,136,-0.1,0.0,358,124,35,1500,1800,1800,11.4,4.07,31
[FLT] 3317,10,cascade,0.351,0.351,0.424,100,0.410,0.318,1,1.100,-1.010,-98,-98,-39,1,0.250,0.749,1.260,88,0,1518,1518,1130,1730,0,41,-9,709,-24,285,-133,-0.1,0.0,358,124,35,1500,1800,1800,11.4,4.07,31
[FLT] 1,8,landing,0.403,0.403,0.476,100,0.440,0.387,1,1.100,-0.812,-67,-67,-39,1,-0.192,0.000,0.620,74,0,1423,1423,1210,1510,0,41,-9,709,-24,285,-133,-0.1,0.0,358,124,35,1500,1800,1800,11.4,4.07,31
[FLT] 82,8,landing,0.475,0.475,0.548,100,0.500,0.474,1,1.100,-0.458,-23,-23,-39,1,-0.350,0.000,0.108,12,0,1302,1302,1210,1510,0,14,12,526,-9,-15,-88,-0.1,0.0,358,124,35,1500,1800,1800,11.4,4.07,31
[FLT] 163,8,landing,0.569,0.569,0.642,100,0.540,0.543,1,1.100,-0.202,-9,0,-9,0,-0.350,0.000,-0.148,-17,0,1273,1273,1210,1510,0,14,12,526,-9,-15,-88,-0.1,0.0,359,125,35,1500,1800,1800,11.4,4.07,31
[FLT] 245,8,landing,0.649,0.649,0.722,100,0.620,0.651,1,1.100,0.050,22,22,-9,1,-0.350,0.000,-0.400,-48,0,1242,1242,1210,1510,0,14,12,526,-9,-15,-88,-0.1,0.0,359,125,35,1500,1800,1800,11.5,2.20,31
[FLT] 323,8,landing,0.687,0.687,0.760,100,0.700,0.747,1,1.100,0.318,49,49,24,1,-0.350,0.000,-0.668,-80,0,1210,1210,1210,1510,0,16,-12,203,20,-95,-53,0.1,-0.1,358,125,35,1500,1800,1800,11.5,2.20,31
[FLT] 404,8,landing,0.687,0.687,0.760,100,0.770,0.816,1,1.100,0.547,67,67,24,1,-0.350,0.000,-0.897,-107,0,1183,1210,1210,1510,-1,16,-12,203,20,-95,-53,0.1,-0.1,358,125,35,1500,1800,1800,11.5,1.22,31
[FLT] 486,8,landing,0.690,0.690,0.763,100,0.790,0.830,1,1.100,0.634,66,66,24,1,-0.350,0.000,-0.984,-118,0,1172,1210,1210,1510,-1,58,-44,153,9,-91,-85,0.1,-0.1,358,125,35,1500,1800,1800,11.5,1.22,31
[FLT] 567,8,landing,0.635,0.635,0.708,100,0.800,0.819,1,1.100,0.562,50,50,9,1,-0.350,0.000,-0.912,-109,0,1181,1210,1210,1510,-1,58,-44,153,9,-91,-85,0.3,-0.1,358,124,35,1500,1800,1800,11.5,1.22,31
[FLT] 650,8,landing,0.522,0.522,0.595,100,0.830,0.802,1,1.100,0.468,41,41,9,1,-0.350,0.000,-0.818,-98,0,1192,1210,1210,1510,-1,58,-44,153,9,-91,-85,0.3,-0.1,358,124,35,1500,1800,1800,11.6,0.92,31
[FLT] 727,8,landing,0.351,0.351,0.424,100,0.780,0.684,1,1.100,0.299,16,16,-35,1,-0.161,0.000,-0.460,-55,0,1305,1304,1210,1510,0,61,-39,152,-242,-170,-35,-0.7,-0.7,359,124,35,1500,1800,1800,11.6,0.92,31
[FLT] 809,8,landing,0.483,0.351,0.424,35,0.790,0.667,3,1.100,-0.050,-35,0,-35,0,-0.350,0.000,-0.300,-35,0,1255,1255,1210,1510,0,61,-39,152,-242,-170,-35,-0.7,-0.7,359,125,35,1500,1800,1800,11.6,2.55,31
