[RUN] ALT_HOLD hover=1350 target=1.00 kp=0.80 ki=0.00 kd=70.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag,tofRaw,tofReadOk,tofReject,tofDt,tofStatus,tofI2c
[FLT] 1705,10,cascade,0.209,0.209,0.402,80,0.320,0.223,3,0.200,0.173,19,32,0,2,-0.048,-0.060,-0.221,-15,-0,1335,1334,1050,1650,0,-18,18,560,48,30,702,0.7,0.5,316,124,35,1500,1800,1800,11.5,4.27,31,0.402,0,2,41,0,0
[FLT] 1787,10,cascade,0.274,0.274,0.495,80,0.350,0.285,3,0.233,0.227,25,38,0,2,-0.087,-0.109,-0.314,-22,-0,1328,1328,1050,1650,0,-18,18,560,48,30,702,0.2,0.1,307,125,35,1500,1800,1800,11.5,4.27,31,0.495,0,2,41,0,0
[FLT] 1870,10,cascade,0.348,0.348,0.593,100,0.430,0.365,1,0.266,0.271,31,48,0,2,-0.112,-0.163,-0.384,-27,-0,1323,1323,1050,1650,0,-18,18,560,48,30,702,0.2,0.1,307,125,35,1500,1800,1800,11.5,4.20,31,0.593,1,0,40,0,0
[FLT] 1947,10,cascade,0.431,0.431,0.703,100,0.500,0.462,1,0.297,0.328,38,62,0,2,-0.130,-0.232,-0.459,-32,-0,1318,1317,1050,1650,0,-34,-3,567,-101,-74,763,0.2,0.0,297,125,35,1500,1800,1800,11.5,4.20,31,0.703,1,0,40,0,0
[FLT] 2028,10,cascade,0.521,0.521,0.810,100,0.590,0.581,1,0.329,0.394,45,77,0,2,-0.151,-0.310,-0.545,-38,-0,1312,1311,1050,1650,0,-34,-3,567,-101,-74,763,0.2,0.0,297,125,35,1500,1800,1800,11.5,3.95,31,0.810,1,0,40,0,0
[FLT] 2110,10,cascade,0.619,0.619,0.923,100,0.680,0.699,1,0.362,0.463,52,90,0,2,-0.173,-0.396,-0.636,-45,-0,1305,1305,1050,1650,0,-36,-6,545,22,34,765,0.2,0.0,297,125,35,1500,1800,1800,11.5,3.95,31,0.923,1,0,41,0,0
[FLT] 2192,10,cascade,0.661,0.661,0.923,80,0.840,0.886,3,0.395,0.503,52,117,0,2,-0.179,-0.417,-0.681,-48,-0,1302,1302,1050,1650,0,-36,-6,545,22,34,765,0.5,0.3,288,124,35,1500,1800,1800,11.5,3.95,31,0.923,0,2,41,0,0
[FLT] 2275,10,cascade,0.771,0.771,1.036,80,0.940,0.999,3,0.428,0.571,60,130,0,2,-0.200,-0.514,-0.771,-54,-0,1296,1296,1050,1650,0,-36,-6,545,22,34,765,0.5,0.3,288,124,35,1500,1800,1800,11.5,3.90,31,1.036,0,2,40,0,0
[FLT] 2352,10,cascade,0.884,0.884,1.155,80,1.020,1.094,3,0.459,0.639,67,128,0,2,-0.200,-0.617,-0.839,-59,-0,1291,1291,1050,1650,0,-20,8,513,-47,-9,557,0.0,-0.1,280,124,35,1500,1800,1800,11.5,3.90,31,1.155,0,2,41,0,0
[FLT] 2433,10,cascade,1.003,1.003,1.275,80,1.160,1.246,3,0.491,0.709,74,137,0,2,-0.200,-0.725,-0.909,-64,-0,1286,1286,1050,1650,0,-20,8,513,-47,-9,557,0.0,-0.1,280,124,35,1500,1800,1800,11.5,3.70,31,1.275,0,2,40,0,0
[FLT] 2515,10,cascade,1.123,1.123,1.382,80,1.200,1.299,3,0.524,0.775,80,131,0,2,-0.200,-0.831,-0.975,-68,-0,1282,1281,1050,1650,0,-24,11,514,-12,-2,574,0.0,-0.1,280,124,35,1500,1800,1800,11.5,3.70,31,1.382,0,2,40,0,0
[FLT] 2596,10,cascade,1.240,1.240,1.489,100,1.290,1.389,1,0.556,0.824,87,117,0,2,-0.200,-0.931,-1.024,-72,-0,1278,1278,1050,1650,0,-24,11,514,-12,-2,574,0.3,0.3,273,124,35,1500,1800,1800,11.5,3.70,31,1.489,1,0,40,0,0
[FLT] 2678,10,cascade,1.359,1.359,1.598,100,1.390,1.501,1,0.589,0.877,92,113,0,2,-0.200,-1.033,-1.077,-75,-0,1275,1274,1050,1650,0,-24,11,514,-12,-2,574,0.3,0.3,273,124,35,1500,1800,1800,11.5,3.55,31,1.598,1,0,41,0,0
[FLT] 2756,10,cascade,1.478,1.478,1.706,100,1.540,1.662,1,0.620,0.929,97,129,0,2,-0.200,-1.136,-1.129,-79,-0,1271,1270,1050,1650,0,-27,3,482,12,13,393,0.1,0.1,268,124,35,1500,1800,1800,11.5,3.55,31,1.706,1,0,41,0,0
[FLT] 1,8,landing,1.519,1.519,1.706,80,1.620,1.748,3,0.620,0.948,97,141,0,2,-0.350,0.000,-1.298,-155,0,1170,1170,1090,1430,0,-27,3,482,12,13,393,0.1,0.1,268,124,35,1500,1800,1800,11.5,3.55,31,1.706,0,2,40,0,0
[FLT] 83,8,landing,1.639,1.639,1.794,80,1.730,1.856,3,0.620,0.998,102,154,0,2,-0.350,0.000,-1.348,-161,0,1153,1153,1090,1430,0,-27,3,482,12,13,393,0.1,0.1,268,124,35,1500,1800,1800,11.5,3.45,31,1.794,0,2,41,0,0
[FLT] 160,8,landing,1.751,1.751,1.883,100,1.810,1.936,1,0.620,1.033,106,146,0,2,-0.350,0.000,-1.383,-165,0,1140,1139,1090,1430,0,-48,-6,390,-61,-72,276,0.0,0.1,264,124,35,1500,1800,1800,11.5,3.45,31,1.883,1,0,41,0,0
[FLT] 242,8,landing,1.853,1.853,1.957,100,1.850,1.970,1,0.620,1.054,107,126,0,2,-0.350,0.000,-1.404,-168,0,1126,1126,1090,1430,0,-48,-6,390,-61,-72,276,0.0,0.1,264,125,35,1500,1800,1800,11.5,2.52,31,1.957,1,0,40,0,0
[FLT] 324,8,landing,1.940,1.940,2.000,100,1.860,1.978,1,0.620,1.058,106,96,0,2,-0.350,0.000,-1.408,-168,0,1116,1115,1090,1430,0,-39,-16,354,69,69,40,0.0,0.1,264,125,35,1500,1800,1800,11.5,2.52,31,2.000,1,0,41,0,0
[FLT] 405,8,landing,2.010,2.010,2.010,100,1.900,2.021,1,0.620,1.036,102,69,0,2,-0.350,0.000,-1.386,-166,0,1107,1107,1090,1430,0,-39,-16,354,69,69,40,0.3,0.2,263,125,35,1500,1800,1800,11.5,2.52,31,2.010,1,0,41,0,0
[FLT] 487,8,landing,2.078,2.078,2.010,80,1.960,2.079,3,0.620,1.002,98,62,0,2,-0.350,0.000,-1.352,-162,0,1101,1100,1090,1430,0,-39,-16,354,69,69,40,0.3,0.2,263,125,35,1500,1800,1800,11.6,2.30,31,2.010,0,2,40,0,0
[FLT] 565,8,landing,2.121,2.121,2.002,80,1.970,2.078,3,0.620,0.951,92,55,0,2,-0.350,0.000,-1.301,-156,0,1097,1096,1090,1430,0,-33,-42,332,-96,-59,-167,0.3,0.1,264,125,35,1500,1800,1800,11.6,2.30,31,2.002,0,2,41,0,0
[FLT] 646,8,landing,2.146,2.146,1.969,80,1.980,2.076,3,0.620,0.879,84,37,0,2,-0.350,0.000,-1.229,-147,0,1095,1095,1090,1430,0,-33,-42,332,-96,-59,-167,0.3,0.1,264,125,35,1500,1800,1800,11.6,1.45,31,1.969,0,2,41,0,0
[FLT] 728,8,landing,2.151,2.151,1.907,80,1.970,2.046,3,0.620,0.787,74,23,0,2,-0.350,0.000,-1.137,-136,0,1096,1095,1090,1430,0,-45,2,90,-92,-51,-927,0.3,0.1,264,125,35,1500,1800,1800,11.6,1.45,31,1.907,0,2,40,0,0
[FLT] 810,8,landing,2.129,2.129,1.781,80,2.000,2.044,3,0.620,0.683,63,12,0,2,-0.350,0.000,-1.033,-123,0,1098,1098,1090,1430,0,-45,2,90,-92,-51,-927,-1.1,-0.6,273,124,35,1500,1800,1800,11.6,1.45,31,1.781,0,2,41,0,0
[FLT] 892,8,landing,2.070,2.070,1.597,100,2.000,2.044,1,0.620,0.571,48,12,0,2,-0.350,0.000,-0.921,-110,0,1101,1101,1090,1430,0,-45,2,90,-92,-51,-927,-1.1,-0.6,273,124,35,1500,1800,1800,11.6,1.42,31,1.597,1,0,40,7,0
[FLT] 970,8,landing,1.982,1.982,1.364,100,2.180,2.170,1,0.620,0.434,32,43,0,2,-0.350,0.000,-0.784,-94,0,1116,1116,1090,1430,0,-27,5,366,699,-292,-659,1.9,-1.9,283,124,35,1500,1800,1800,11.6,1.42,31,1.364,1,0,40,7,0
[FLT] 1051,8,landing,2.012,2.012,-1.000,0,2.180,2.073,0,0.620,0.359,33,67,0,2,-0.350,0.000,-0.709,-85,0,1125,1125,1090,1430,0,-27,5,366,699,-292,-659,1.9,-1.9,283,124,35,1500,1800,1800,11.6,2.17,31,1.097,0,5,40,7,0
[FLT] 1133,8,landing,2.043,2.043,-1.000,0,2.230,2.123,0,0.620,0.339,33,61,0,2,-0.350,0.000,-0.689,-82,0,1128,1128,1090,1430,0,-12,-20,462,-22,211,174,1.9,-1.9,283,124,35,1500,1800,1800,11.6,2.17,31,0.819,0,5,40,7,0
[FLT] 1214,8,landing,2.075,2.075,-1.000,0,2.290,2.183,0,0.620,0.340,34,70,0,2,-0.350,0.000,-0.690,-82,0,1128,1128,1090,1430,0,-12,-20,462,-22,211,174,3.4,-2.1,285,125,35,1500,1800,1800,11.6,2.17,31,0.819,0,2,40,7,0
[FLT] 1297,8,landing,1.753,1.753,0.525,80,1.750,1.468,3,0.620,0.085,-3,-45,0,2,-0.350,0.000,-0.435,-52,0,1158,1158,1090,1430,0,-12,-20,462,-22,211,174,3.4,-2.1,285,125,35,1500,1800,1800,11.6,1.60,31,0.526,0,2,40,7,0
[FLT] 1375,8,landing,1.699,1.699,0.525,80,1.240,0.958,3,0.620,-0.044,-13,-247,0,2,-0.350,0.000,-0.306,-36,0,1174,1174,1090,1430,0,-478,-1371,2184,4685,11302,2252,40.5,12.7,269,125,35,1500,1800,1800,11.6,1.60,31,0.201,0,2,41,7,0
[FLT] 1456,8,landing,1.256,1.256,0.093,80,0.730,0.375,3,0.620,-0.458,-67,-399,0,2,-0.350,0.000,0.108,12,0,1222,1222,1090,1430,0,-478,-1371,2184,4685,11302,2252,40.5,12.7,269,124,35,1500,1800,1800,11.6,2.85,31,0.126,0,2,40,7,0
[FLT] 1538,8,landing,1.191,1.191,-1.000,0,0.260,-0.095,0,0.620,-0.603,-67,-523,0,2,-0.350,0.000,0.253,30,0,1240,1240,1090,1430,0,-31,16,78,1877,2368,1801,40.5,12.7,269,124,35,1500,1800,1800,11.6,2.85,31,2.672,0,5,40,2,0
