[RUN] ALT_HOLD hover=1315 target=1.00 kp=0.80 ki=0.00 kd=70.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag,tofRaw,tofReadOk,tofReject,tofDt
[FLT] 921,10,guard,0.024,0.024,-1.000,0,0.530,0.306,0,0.024,0.068,7,60,0,2,0.000,0.000,0.000,0,0,1321,1321,1321,1321,0,-14,5,568,-45,58,-24,-0.1,0.3,268,124,35,1500,1800,1800,12.2,1.62,31,0.010,0,2,40
[FLT] 1002,10,guard,0.025,0.025,-1.000,0,0.600,0.339,0,0.025,0.062,6,57,0,2,0.000,0.000,0.000,0,0,1322,1322,1322,1322,0,-14,5,568,-45,58,-24,-0.1,0.3,268,125,35,1500,1800,1800,12.2,1.62,31,0.010,0,2,40
[FLT] 1084,10,guard,0.023,0.023,0.000,100,0.490,0.229,1,0.023,0.059,5,31,0,2,0.000,0.000,0.000,0,0,1323,1323,1323,1323,0,24,-15,529,148,-29,-89,-0.1,0.3,268,125,35,1500,1800,1800,12.2,1.62,31,0.010,1,0,40
[FLT] 1165,10,guard,0.017,0.017,0.000,100,0.330,0.041,1,0.017,0.048,4,-13,0,2,0.000,0.000,0.000,0,0,1324,1324,1324,1324,0,24,-15,529,148,-29,-89,0.3,-0.2,269,125,35,1500,1800,1800,12.2,1.62,31,0.012,1,0,40
[FLT] 1247,10,guard,0.009,0.009,0.000,100,0.260,-0.034,1,0.009,0.031,2,-64,0,2,0.000,0.000,0.000,0,0,1326,1326,1326,1326,0,24,-15,529,148,-29,-89,0.3,-0.2,269,125,35,1500,1800,1800,12.2,1.67,31,0.009,1,0,41
[FLT] 1325,10,guard,0.008,0.008,-1.000,0,0.330,0.040,0,0.008,0.019,1,-44,0,2,0.000,0.000,0.000,0,0,1327,1327,1327,1327,0,21,-10,513,85,-31,99,-0.1,0.1,269,125,35,1500,1800,1800,12.2,1.67,31,0.009,0,2,41
[FLT] 1406,10,guard,0.002,0.002,-1.000,0,0.310,0.018,0,0.002,0.006,0,-27,0,2,0.000,0.000,0.000,0,0,1328,1328,1328,1328,0,21,-10,513,85,-31,99,-0.1,0.1,269,124,35,1500,1800,1800,12.2,1.67,31,0.008,0,2,40
[FLT] 1488,10,guard,-0.003,-0.003,-1.000,0,0.310,0.017,0,-0.003,0.002,0,-18,0,2,0.000,0.000,0.000,0,0,1329,1329,1329,1329,0,24,-23,481,-93,121,209,-0.1,0.1,269,124,35,1500,1800,1800,12.2,1.67,31,0.012,0,2,40
[FLT] 1569,10,guard,-0.005,-0.005,-1.000,0,0.370,0.068,0,-0.005,0.001,0,0,0,2,0.000,0.000,0.000,0,0,1331,1331,1331,1331,0,24,-23,481,-93,121,209,-0.1,-0.1,267,124,35,1500,1800,1800,12.2,1.67,31,0.012,0,2,40
[FLT] 1651,10,guard,-0.007,-0.007,-1.000,0,0.400,0.085,0,-0.007,0.000,0,12,0,2,0.000,0.000,0.000,0,0,1332,1332,1332,1332,0,24,-23,481,-93,121,209,-0.1,-0.1,267,124,35,1500,1800,1800,12.1,1.72,31,0.012,0,2,40
[FLT] 1729,10,guard,-0.009,-0.009,0.000,100,0.360,0.045,1,-0.009,0.000,0,1,0,2,0.000,0.000,0.000,0,0,1333,1333,1333,1333,0,-3,-12,593,-37,45,16,-0.1,0.0,267,124,35,1500,1800,1800,12.1,1.72,31,0.011,1,0,41
[FLT] 1811,10,guard,-0.010,-0.010,0.000,100,0.450,0.129,1,-0.010,0.000,0,6,0,2,0.000,0.000,0.000,0,0,1334,1334,1334,1334,0,-3,-12,593,-37,45,16,-0.1,0.0,267,125,35,1500,1800,1800,12.1,1.72,31,0.008,1,0,40
[FLT] 1893,10,guard,-0.009,-0.009,0.000,100,0.530,0.194,1,-0.009,0.000,0,41,0,2,0.000,0.000,0.000,0,0,1335,1335,1335,1335,0,0,-13,590,-238,107,-284,-0.1,0.0,267,125,35,1500,1800,1800,12.1,1.72,31,0.006,1,0,40
[FLT] 1974,10,guard,-0.008,-0.008,0.000,100,0.520,0.161,1,-0.008,0.000,0,38,0,2,0.000,0.000,0.000,0,0,1337,1337,1337,1337,0,0,-13,590,-238,107,-284,-0.2,0.6,270,125,35,1500,1800,1800,12.1,1.72,31,0.005,1,0,40
[FLT] 2056,10,guard,-0.007,-0.007,-1.000,0,0.400,0.021,0,-0.007,0.000,0,4,0,2,0.000,0.000,0.000,0,0,1338,1338,1338,1338,0,0,-13,590,-238,107,-284,-0.2,0.6,270,125,35,1500,1800,1800,12.1,1.87,31,0.005,0,2,40
[FLT] 2134,10,guard,-0.009,-0.009,-1.000,0,0.500,0.118,0,-0.009,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1339,1339,1339,1339,0,19,-5,561,166,18,236,0.1,0.2,269,125,35,1500,1800,1800,12.1,1.87,31,0.002,0,2,41
[FLT] 2215,10,guard,-0.010,-0.010,-1.000,0,0.440,0.046,0,-0.010,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1340,1340,1340,1340,0,19,-5,561,166,18,236,0.1,0.2,269,124,35,1500,1800,1800,12.1,1.85,31,0.007,0,2,41
[FLT] 2297,10,guard,-0.011,-0.011,-1.000,0,0.470,0.070,0,-0.011,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1341,1341,1341,1341,0,-21,-18,600,-62,33,287,0.1,0.2,269,124,35,1500,1800,1800,12.1,1.85,31,0.007,0,2,40
[FLT] 2378,10,guard,-0.011,-0.011,-1.000,0,0.520,0.107,0,-0.011,0.000,0,8,0,2,0.000,0.000,0.000,0,0,1343,1343,1343,1343,0,-21,-18,600,-62,33,287,0.1,-0.3,266,124,35,1500,1800,1800,12.1,1.85,31,0.007,0,2,40
[FLT] 2460,10,guard,-0.011,-0.011,0.000,100,0.560,0.147,1,-0.011,0.000,0,20,0,2,0.000,0.000,0.000,0,0,1344,1344,1344,1344,0,-21,-18,600,-62,33,287,0.1,-0.3,266,124,35,1500,1800,1800,12.1,2.00,31,0.007,1,0,41
[FLT] 2538,10,guard,-0.011,-0.011,0.000,100,0.540,0.109,1,-0.011,0.000,0,17,0,2,0.000,0.000,0.000,0,0,1345,1345,1345,1345,0,-16,-20,504,120,65,263,0.1,0.2,264,124,35,1500,1800,1800,12.1,2.00,31,0.008,1,0,41
[FLT] 2620,10,guard,-0.012,-0.012,0.000,100,0.480,0.036,1,-0.012,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1346,1346,1346,1346,0,-16,-20,504,120,65,263,0.1,0.2,264,124,35,1500,1800,1800,12.1,2.32,31,0.008,1,0,40
[FLT] 2702,10,guard,-0.012,-0.012,0.000,100,0.530,0.082,1,-0.012,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1348,1348,1348,1348,0,-14,20,526,68,-102,173,0.1,0.2,264,124,35,1500,1800,1800,12.1,2.32,31,0.007,1,0,40
[FLT] 2784,10,guard,-0.011,-0.011,-1.000,0,0.540,0.082,0,-0.011,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1349,1349,1349,1349,0,-14,20,526,68,-102,173,0.0,0.1,262,125,35,1500,1800,1800,12.1,2.32,31,0.007,0,2,41
[FLT] 2866,10,guard,-0.013,-0.013,-1.000,0,0.410,-0.055,0,-0.013,0.000,0,-5,0,2,0.000,0.000,0.000,0,0,1350,1350,1350,1350,0,-14,20,526,68,-102,173,0.0,0.1,262,125,35,1500,1800,1800,12.1,2.52,31,0.010,0,2,41
[FLT] 2945,10,guard,-0.018,-0.018,-1.000,0,0.320,-0.130,0,-0.018,0.000,0,-53,0,2,0.000,0.000,0.000,0,0,1351,1351,1351,1351,0,-24,14,622,73,252,-348,0.0,0.1,266,125,35,1500,1800,1800,12.1,2.52,31,0.008,0,2,41
[FLT] 3026,10,guard,-0.022,-0.022,-1.000,0,0.300,-0.135,0,-0.022,-0.007,-1,-60,0,2,0.000,0.000,0.000,0,0,1352,1352,1352,1352,0,-24,14,622,73,252,-348,0.0,0.1,266,124,35,1500,1800,1800,12.1,2.22,31,0.009,0,2,41
[FLT] 3108,10,guard,-0.025,-0.025,-1.000,0,0.350,-0.068,0,-0.025,-0.013,-2,-43,0,2,0.000,0.000,0.000,0,0,1354,1354,1354,1354,0,2,20,552,-17,196,-600,0.0,0.1,266,124,35,1500,1800,1800,12.1,2.22,31,0.011,0,2,40
[FLT] 3190,10,guard,-0.025,-0.025,0.000,100,0.510,0.092,1,-0.025,-0.013,-1,5,0,2,0.000,0.000,0.000,0,0,1355,1355,1355,1355,0,2,20,552,-17,196,-600,-0.1,0.5,271,125,35,1500,1800,1800,12.1,2.22,31,0.008,1,0,41
[FLT] 3272,10,guard,-0.020,-0.020,0.000,100,0.660,0.231,1,-0.020,-0.006,0,89,0,2,0.000,0.000,0.000,0,0,1356,1356,1356,1356,0,2,20,552,-17,196,-600,-0.1,0.5,271,125,35,1500,1800,1800,12.1,2.47,31,0.005,1,0,41
[FLT] 3350,10,guard,-0.018,-0.018,0.000,100,0.430,-0.027,1,-0.018,-0.002,0,29,0,2,0.000,0.000,0.000,0,0,1357,1357,1357,1357,0,-13,-2,566,43,68,560,0.0,-0.1,268,125,35,1500,1800,1800,12.1,2.47,31,0.009,1,0,40
[FLT] 3431,10,guard,-0.021,-0.021,0.000,100,0.280,-0.174,1,-0.021,-0.001,0,-38,0,2,0.000,0.000,0.000,0,0,1358,1358,1358,1358,0,-13,-2,566,43,68,560,0.0,-0.1,268,124,35,1500,1800,1800,12.1,2.37,31,0.007,1,0,41
[FLT] 3513,10,guard,-0.019,-0.019,-1.000,0,0.680,0.247,0,-0.019,-0.000,0,6,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,16,1,555,150,93,295,0.0,-0.1,268,124,35,1500,1800,1800,12.1,2.37,31,0.007,0,2,41
[FLT] 3596,10,guard,-0.015,-0.015,-1.000,0,0.590,0.121,0,-0.015,-0.000,0,58,0,2,0.000,0.000,0.000,0,0,1361,1361,1361,1361,0,16,1,555,150,93,295,0.8,0.2,262,124,35,1500,1800,1800,12.1,2.37,31,0.009,0,2,41
[FLT] 3678,10,guard,-0.013,-0.013,-1.000,0,0.570,0.089,0,-0.013,-0.000,0,23,0,2,0.000,0.000,0.000,0,0,1362,1362,1362,1362,0,16,1,555,150,93,295,0.8,0.2,262,124,35,1500,1800,1800,12.0,3.55,31,0.013,0,2,41
[FLT] 3756,10,guard,-0.014,-0.014,-1.000,0,0.440,-0.049,0,-0.014,-0.000,0,0,0,2,0.000,0.000,0.000,0,0,1363,1363,1363,1363,0,33,29,609,-212,-159,404,-0.7,-0.5,257,124,35,1500,1800,1800,12.0,3.55,31,0.036,0,2,41
[FLT] 3837,10,guard,-0.002,-0.002,-1.000,0,0.280,-0.178,0,-0.002,0.010,1,-67,0,2,0.000,0.000,0.000,0,0,1365,1365,1365,1365,0,33,29,609,-212,-159,404,-0.7,-0.5,257,124,35,1500,1800,1800,12.0,3.85,31,0.091,0,2,40
[FLT] 3919,10,guard,0.015,0.015,0.134,100,0.260,-0.198,1,0.015,0.019,3,-86,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,6,26,633,71,133,168,-0.7,-0.5,257,124,35,1500,1800,1800,12.0,3.85,31,0.134,1,0,40
[FLT] 4001,10,guard,0.043,0.043,0.203,100,0.220,-0.198,1,0.043,0.033,5,-76,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,6,26,633,71,133,168,0.8,1.0,255,125,35,1500,1800,1800,12.0,3.85,31,0.203,1,0,41
[FLT] 4083,10,guard,0.075,0.075,0.253,100,0.210,-0.160,1,0.075,0.063,9,-57,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,6,26,633,71,133,168,0.8,1.0,255,125,35,1500,1800,1800,11.9,4.22,31,0.253,1,0,41
[FLT] 4161,10,guard,0.118,0.118,0.331,100,0.220,-0.100,1,0.118,0.097,13,-38,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,18,31,518,-145,-155,-434,-0.3,-0.4,257,125,35,1500,1800,1800,11.9,4.22,31,0.331,1,0,41
[FLT] 4243,10,guard,0.124,0.124,-1.000,0,0.240,-0.029,0,0.124,0.113,12,-14,0,2,0.000,0.000,0.000,0,0,1371,1371,1371,1371,0,18,31,518,-145,-155,-434,-0.3,-0.4,257,125,35,1500,1800,1800,12.0,3.07,31,0.331,0,2,40
[FLT] 4324,10,guard,0.179,0.179,-1.000,0,0.300,0.078,0,0.179,0.153,17,0,0,2,0.000,0.000,0.000,0,0,1372,1372,1372,1372,0,-35,16,428,-1,-41,-575,-0.3,-0.4,257,125,35,1500,1800,1800,12.0,3.07,31,0.399,0,2,41
[FLT] 4406,10,guard,0.237,0.237,-1.000,0,0.370,0.189,0,0.237,0.200,22,21,0,2,0.000,0.000,0.000,0,0,1373,1373,1373,1373,0,-35,16,428,-1,-41,-575,-0.1,0.1,265,124,35,1500,1800,1800,12.0,3.07,31,0.452,0,2,41
[FLT] 4489,10,guard,0.291,0.291,-1.000,0,0.410,0.261,0,0.291,0.242,26,37,0,2,0.000,0.000,0.000,0,0,1374,1374,1374,1374,0,-35,16,428,-1,-41,-575,-0.1,0.1,265,124,35,1500,1800,1800,12.0,2.75,31,0.474,0,2,40
[FLT] 4566,10,guard,0.341,0.341,-1.000,0,0.420,0.299,0,0.341,0.275,29,37,0,2,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,2,9,496,-22,-46,-166,-0.3,0.4,268,124,35,1500,1800,1800,12.0,2.75,31,0.491,0,2,40
[FLT] 4648,10,guard,0.383,0.383,0.500,100,0.420,0.299,1,0.383,0.294,31,27,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,2,9,496,-22,-46,-166,-0.3,0.4,268,124,35,1500,1800,1800,12.0,2.85,31,0.500,1,0,40
[FLT] 4729,10,guard,0.418,0.418,0.500,100,0.420,0.323,1,0.418,0.307,32,16,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,15,7,443,-1,87,373,-0.3,0.4,268,124,35,1500,1800,1800,12.0,2.85,31,0.500,1,0,40
[FLT] 4811,10,guard,0.444,0.444,0.491,100,0.420,0.344,1,0.444,0.309,31,6,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,15,7,443,-1,87,373,0.3,-0.2,265,124,35,1500,1800,1800,12.0,2.85,31,0.491,1,0,41
[FLT] 4893,10,guard,0.460,0.460,0.460,100,0.420,0.362,1,0.460,0.305,30,0,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,15,7,443,-1,87,373,0.3,-0.2,265,124,35,1500,1800,1800,12.0,2.42,31,0.460,1,0,40
[FLT] 4970,10,guard,0.479,0.479,-1.000,0,0.420,0.373,0,0.479,0.290,28,0,0,2,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,5,44,404,-27,-19,505,0.3,-0.2,259,124,35,1500,1800,1800,12.0,2.42,31,0.460,0,2,40
[FLT] 5051,10,guard,0.478,0.478,-1.000,0,0.420,0.378,0,0.478,0.265,25,0,0,2,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,5,44,404,-27,-19,505,0.3,-0.2,259,124,35,1500,1800,1800,12.0,3.00,31,0.412,0,2,41
[FLT] 5133,10,guard,0.464,0.464,-1.000,0,0.370,0.328,0,0.464,0.222,20,0,0,2,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,11,3,630,63,233,511,0.3,-0.2,259,124,35,1500,1800,1800,12.0,3.00,31,0.350,0,2,41
[FLT] 5214,10,guard,0.439,0.439,-1.000,0,0.340,0.296,0,0.439,0.174,15,-13,0,2,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,11,3,630,63,233,511,0.7,0.5,253,125,35,1500,1800,1800,12.0,3.00,31,0.292,0,2,40
[FLT] 5297,10,guard,0.408,0.408,-1.000,0,0.280,0.234,0,0.408,0.118,9,-27,0,2,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,11,3,630,63,233,511,0.7,0.5,253,125,35,1500,1800,1800,11.9,4.07,31,0.247,0,2,40
[FLT] 5375,10,guard,0.371,0.371,0.217,100,0.230,0.184,1,0.371,0.076,4,-40,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,0,22,620,29,74,-179,0.1,0.1,252,125,35,1500,1800,1800,11.9,4.07,31,0.217,1,0,40
[FLT] 5456,10,guard,0.337,0.337,0.208,100,0.240,0.198,1,0.337,0.031,0,-36,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,0,22,620,29,74,-179,0.1,0.1,252,124,35,1500,1800,1800,11.9,3.75,31,0.208,1,0,41
[FLT] 5538,10,guard,0.305,0.305,0.198,100,0.200,0.159,1,0.305,-0.011,-4,-31,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,13,11,480,-223,-140,-347,0.1,0.1,252,124,35,1500,1800,1800,11.9,3.75,31,0.198,1,0,40
[FLT] 5620,10,guard,0.276,0.276,0.186,100,0.210,0.174,1,0.276,-0.052,-8,-23,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,13,11,480,-223,-140,-347,-0.5,-0.5,255,125,35,1500,1800,1800,11.9,3.75,31,0.186,1,0,41
[FLT] 0,8,landing,0.268,0.268,-1.000,0,0.180,0.145,0,0.272,-0.072,-8,-17,0,2,-0.111,0.000,-0.039,-4,0,1257,1257,1095,1395,0,13,11,480,-223,-140,-347,-0.5,-0.5,255,125,35,1500,1800,1800,11.9,2.90,31,0.186,0,2,40
[FLT] 78,8,landing,0.235,0.235,-1.000,0,0.170,0.137,0,0.272,-0.098,-11,-14,0,2,-0.091,0.000,0.007,0,0,1268,1267,1095,1395,0,-2,-10,376,-47,52,-590,-0.5,0.0,262,125,35,1500,1800,1800,11.9,2.90,31,0.156,0,2,40
[FLT] 159,8,landing,0.201,0.201,-1.000,0,0.170,0.134,0,0.272,-0.127,-14,-10,0,2,-0.070,0.000,0.057,6,0,1281,1280,1095,1395,0,-2,-10,376,-47,52,-590,-0.5,0.0,262,125,35,1500,1800,1800,12.0,2.00,31,0.116,0,2,40
