[RUN] ALT_HOLD hover=1375 target=1.00 kp=0.80 ki=0.00 kd=70.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag
[FLT] 96,10,settle,0.000,0.000,0.000,100,0.030,0.029,1,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,8,3,514,-15,-4,-28,-1.3,-0.7,32,125,35,1500,1800,1800,12.2,0.35,31
[FLT] 177,10,settle,0.000,0.000,0.000,100,0.030,0.027,1,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,8,3,514,-15,-4,-28,-1.3,-0.7,32,124,35,1500,1800,1800,12.2,0.35,31
[FLT] 260,10,settle,0.000,0.000,0.000,100,0.090,0.080,1,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,8,3,514,-15,-4,-28,-1.3,-0.7,32,124,35,1500,1800,1800,12.1,3.40,31
[FLT] 337,10,settle,0.000,0.000,0.000,100,0.290,0.234,1,0.000,0.000,0,56,0,0,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,56,-5,552,148,409,-101,-0.2,0.0,32,124,35,1500,1800,1800,12.1,3.40,31
[FLT] 419,10,settle,0.000,0.000,0.000,100,0.540,0.392,1,0.000,0.000,0,132,0,0,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,56,-5,552,148,409,-101,-0.2,0.0,32,124,35,1500,1800,1800,12.0,3.45,31
[FLT] 501,10,guard,0.000,0.000,0.000,100,0.590,0.348,1,0.000,0.000,0,162,0,0,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,-12,4,557,-28,-87,-137,-0.2,0.0,32,124,35,1500,1800,1800,12.0,3.45,31
[FLT] 583,10,guard,0.000,0.000,0.000,100,0.490,0.188,1,0.000,0.000,0,109,0,0,0.000,0.000,0.000,0,0,1376,1376,1376,1376,0,-12,4,557,-28,-87,-137,0.2,-0.1,34,124,35,1500,1800,1800,12.0,3.45,31
[FLT] 665,10,guard,0.000,0.000,0.000,100,0.430,0.099,1,0.000,0.000,0,40,0,0,0.000,0.000,0.000,0,0,1377,1377,1377,1377,0,-12,4,557,-28,-87,-137,0.2,-0.1,34,124,35,1500,1800,1800,12.0,3.25,31
[FLT] 743,10,guard,0.000,0.000,0.000,100,0.380,0.042,1,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0,0,1378,1378,1378,1378,0,8,30,537,43,64,63,0.1,0.1,34,124,35,1500,1800,1800,12.0,3.25,31
[FLT] 824,10,guard,0.000,0.000,0.000,100,0.450,0.093,1,0.000,0.000,0,0,0,0,0.000,0.000,0.000,0,0,1379,1379,1379,1379,0,8,30,537,43,64,63,0.1,0.1,34,124,35,1500,1800,1800,12.0,3.17,31
