[RUN] ALT_HOLD hover=1350 target=10.00 kp=0.80 ki=0.00 kd=110.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag,tofRaw,tofReadOk,tofReject,tofDt,tofStatus,tofI2c
[FLT] 2841,10,cascade,0.153,0.153,0.292,80,0.160,0.152,3,1.168,-0.001,2,0,68,2,0.500,1.009,0.480,53,0,1403,1402,1050,1650,0,-47,6,434,-54,-100,409,0.7,0.3,0,125,35,1500,1800,1800,11.7,3.27,31,0.292,0,2,41,0,0
[FLT] 2922,10,cascade,0.200,0.200,0.364,80,0.280,0.288,3,1.209,0.060,9,33,44,2,0.500,0.982,0.410,45,0,1395,1395,1050,1650,0,-47,6,434,-54,-100,409,0.7,0.3,0,125,35,1500,1800,1800,11.7,2.77,31,0.364,0,2,41,0,0
[FLT] 3004,10,cascade,0.256,0.256,0.423,80,0.340,0.361,3,1.250,0.127,16,57,76,2,0.500,0.946,0.340,37,0,1387,1387,1050,1650,0,-18,4,493,27,98,348,0.7,0.3,0,125,35,1500,1800,1800,11.7,2.77,31,0.423,0,2,41,0,0
[FLT] 3086,10,cascade,0.314,0.314,0.472,80,0.360,0.390,3,1.291,0.196,23,61,65,2,0.500,0.908,0.270,30,0,1380,1379,1050,1650,0,-18,4,493,27,98,348,0.5,0.3,355,124,35,1500,1800,1800,11.7,2.77,31,0.472,0,2,41,0,0
[FLT] 3169,10,cascade,0.370,0.370,0.523,100,0.400,0.430,1,1.332,0.246,28,54,50,2,0.500,0.878,0.220,24,0,1374,1374,1050,1650,0,-18,4,493,27,98,348,0.5,0.3,355,124,35,1500,1800,1800,11.7,3.60,31,0.523,1,0,40,0,0
[FLT] 3246,10,cascade,0.429,0.429,0.580,100,0.450,0.492,1,1.371,0.298,34,52,63,2,0.500,0.840,0.160,18,0,1368,1367,1050,1650,0,-10,44,739,-100,-27,264,0.7,0.7,351,124,35,1500,1800,1800,11.7,3.60,31,0.580,1,0,41,0,0
[FLT] 3327,10,cascade,0.493,0.493,0.658,100,0.460,0.512,1,1.411,0.349,39,44,84,2,0.500,0.801,0.110,12,0,1362,1362,1050,1650,0,-10,44,739,-100,-27,264,0.7,0.7,351,124,35,1500,1800,1800,11.6,4.27,31,0.658,1,0,41,0,0
[FLT] 3410,10,cascade,0.564,0.564,0.745,100,0.510,0.580,1,1.453,0.400,44,41,99,2,0.500,0.757,0.060,7,0,1357,1356,1050,1650,0,-13,39,654,26,63,177,0.7,0.7,351,124,35,1500,1800,1800,11.6,4.27,31,0.745,1,0,40,0,0
[FLT] 3491,10,cascade,0.610,0.610,0.745,80,0.620,0.709,3,1.493,0.446,47,59,99,2,0.500,0.743,0.030,3,0,1353,1353,1050,1650,0,-13,39,654,26,63,177,0.6,0.7,348,125,35,1500,1800,1800,11.6,4.27,31,0.745,0,2,40,0,0
[FLT] 3574,10,cascade,0.695,0.695,0.862,80,0.690,0.795,3,1.535,0.505,53,73,83,2,0.500,0.681,-0.030,-3,-0,1347,1346,1050,1650,0,-13,39,654,26,63,177,0.6,0.7,348,125,35,1500,1800,1800,11.6,4.42,31,0.862,0,2,40,0,0
[FLT] 3651,10,cascade,0.799,0.799,0.991,80,0.800,0.924,3,1.573,0.581,62,88,137,2,0.471,0.588,-0.149,-16,-0,1334,1333,1050,1650,0,-24,5,616,11,-56,92,0.2,0.2,347,125,35,1500,1800,1800,11.6,4.42,31,0.991,0,2,40,0,0
[FLT] 3733,10,cascade,0.921,0.921,1.145,80,0.890,1.033,3,1.614,0.680,73,105,171,2,0.380,0.475,-0.350,-39,-0,1311,1311,1050,1650,0,-24,5,616,11,-56,92,0.2,0.2,347,124,35,1500,1800,1800,11.6,4.17,31,1.145,0,2,41,0,0
[FLT] 3815,10,cascade,1.047,1.047,1.293,80,0.940,1.112,3,1.655,0.782,83,102,104,2,0.288,0.360,-0.542,-60,-0,1290,1290,1050,1650,0,-16,12,541,-42,23,-110,0.2,0.2,347,124,35,1500,1800,1800,11.6,4.17,31,1.293,0,2,41,0,0
[FLT] 3898,10,cascade,1.181,1.181,1.461,100,1.110,1.282,1,1.697,0.857,92,117,151,2,0.192,0.240,-0.728,-80,-0,1270,1269,1050,1650,0,-16,12,541,-42,23,-110,0.2,0.3,347,125,35,1500,1800,1800,11.6,4.17,31,1.461,1,0,40,0,0
[FLT] 3980,10,cascade,1.330,1.330,1.621,100,1.250,1.444,1,1.738,0.957,103,140,181,2,0.086,0.108,-0.944,-104,-0,1246,1246,1050,1650,0,-16,12,541,-42,23,-110,0.2,0.3,347,125,35,1500,1800,1800,11.6,3.35,31,1.621,1,0,40,0,0
[FLT] 4058,10,cascade,1.477,1.477,1.732,100,1.380,1.595,1,1.777,1.056,113,155,152,2,0.000,0.000,-1.130,-124,-0,1226,1225,1050,1650,0,-40,48,378,-62,7,-168,-0.3,-0.1,349,125,35,1500,1800,1800,11.6,3.35,31,1.732,1,0,40,0,0
[FLT] 4139,10,cascade,1.618,1.618,1.824,100,1.520,1.751,1,1.817,1.143,120,166,127,2,-0.081,-0.101,-1.281,-141,-0,1209,1209,1050,1650,0,-40,48,378,-62,7,-168,-0.3,-0.1,349,124,35,1500,1800,1800,11.7,2.12,31,1.824,1,0,41,2,0
[FLT] 4221,10,cascade,1.747,1.747,1.884,100,1.640,1.880,1,1.858,1.210,125,170,92,2,-0.151,-0.189,-1.401,-154,-0,1196,1195,1050,1650,0,-41,-8,244,9,38,-74,-0.3,-0.1,349,124,35,1500,1800,1800,11.7,2.12,31,1.884,1,0,40,0,0
[FLT] 4302,10,cascade,1.865,1.865,1.942,100,1.690,1.930,1,1.899,1.249,127,148,78,2,-0.213,-0.266,-1.483,-163,-0,1187,1186,1050,1650,0,-41,-8,244,9,38,-74,-0.2,-0.1,350,124,35,1500,1800,1800,11.7,2.12,31,1.942,1,0,40,7,0
[FLT] 4385,10,cascade,1.950,1.950,1.915,100,1.750,1.992,1,1.940,1.245,123,124,5,2,-0.248,-0.310,-1.478,-163,-0,1187,1187,1050,1650,0,-41,-8,244,9,38,-74,-0.2,-0.1,350,124,35,1500,1800,1800,11.7,1.47,31,1.915,1,0,40,7,0
[FLT] 4462,10,cascade,2.027,2.027,1.979,100,1.810,2.043,1,1.979,1.208,118,107,53,2,-0.278,-0.348,-1.458,-160,-0,1190,1189,1050,1650,0,-44,2,212,49,36,86,0.2,0.0,350,124,35,1500,1800,1800,11.7,1.47,31,1.979,1,0,41,2,0
[FLT] 4543,10,cascade,2.116,2.116,1.979,80,1.820,2.045,3,2.019,1.184,117,88,112,2,-0.303,-0.397,-1.473,-162,-0,1188,1187,1050,1650,0,-44,2,212,49,36,86,0.2,0.0,350,124,35,1500,1800,1800,11.7,1.52,31,1.979,0,2,41,2,0
[FLT] 4625,10,cascade,2.130,2.130,1.843,80,1.840,2.040,3,2.060,1.087,103,62,-53,2,-0.291,-0.369,-1.321,-145,-0,1205,1204,1050,1650,0,-33,12,290,-87,44,-104,0.2,0.0,350,124,35,1500,1800,1800,11.7,1.52,31,1.843,0,2,41,0,0
[FLT] 4707,10,cascade,2.119,2.119,1.734,80,1.860,2.022,3,2.101,0.947,88,43,52,2,-0.225,-0.282,-1.105,-122,-0,1228,1228,1050,1650,0,-33,12,290,-87,44,-104,0.6,-0.1,349,125,35,1500,1800,1800,11.7,1.52,31,1.734,0,2,41,7,0
[FLT] 4789,10,cascade,2.063,2.063,1.579,80,1.890,1.999,3,2.142,0.772,68,32,-162,2,-0.100,-0.124,-0.780,-86,-0,1264,1264,1050,1650,0,-33,12,290,-87,44,-104,0.6,-0.1,349,125,35,1500,1800,1800,11.7,1.30,31,1.579,0,2,40,7,0
[FLT] 4867,10,cascade,1.960,1.960,1.351,80,1.800,1.832,3,2.181,0.548,42,9,-239,2,0.076,0.095,-0.344,-38,-0,1312,1312,1050,1650,0,-28,-2,250,227,14,-751,-0.7,-0.1,358,125,35,1500,1800,1800,11.7,1.30,31,1.351,0,2,40,0,0
[FLT] 4948,10,cascade,1.833,1.833,1.119,100,1.800,1.832,1,2.222,0.353,19,-7,-207,2,0.266,0.332,0.076,8,0,1358,1358,1050,1650,0,-28,-2,250,227,14,-751,-0.7,-0.1,358,124,35,1500,1800,1800,11.7,2.95,31,1.119,1,0,40,7,0
[FLT] 5030,10,cascade,1.807,1.807,-1.000,0,1.580,1.526,0,2.263,0.178,8,-41,-207,2,0.346,0.432,0.266,29,0,1379,1379,1050,1650,0,-46,1,626,415,-61,236,-0.7,-0.1,358,124,35,1500,1800,1800,11.7,2.95,31,0.836,0,5,40,7,0
[FLT] 5112,10,cascade,1.751,1.751,-1.000,0,1.200,1.146,0,2.304,0.028,-6,-168,-151,2,0.457,0.571,0.517,57,0,1407,1420,1050,1650,1,-46,1,626,415,-61,236,-2.1,1.7,2,124,35,1500,1800,1800,11.7,2.95,31,0.572,0,5,41,7,0
[FLT] 5194,10,cascade,1.671,1.671,-1.000,0,1.090,1.036,0,2.345,-0.127,-22,-210,-151,2,0.500,0.740,0.720,79,0,1429,1429,1050,1650,0,-46,1,626,415,-61,236,-2.1,1.7,2,124,35,1500,1800,1800,11.7,3.05,31,0.305,0,5,41,7,0
[FLT] 5271,10,cascade,1.578,1.578,-1.000,0,0.990,0.936,0,2.383,-0.275,-37,-200,-151,2,0.500,0.916,0.870,96,0,1446,1445,1050,1650,0,-39,-10,554,672,-544,834,2.1,0.3,352,124,35,1500,1800,1800,11.7,3.05,31,0.305,0,2,40,7,0
[FLT] 5352,10,cascade,1.147,1.147,0.047,80,0.650,0.508,3,2.424,-0.661,-85,-232,-202,2,0.500,1.532,1.350,148,0,1498,1498,1050,1650,0,-39,-10,554,672,-544,834,2.1,0.3,352,124,35,1500,1800,1800,11.6,7.00,31,0.047,0,2,40,7,0
[FLT] 5434,10,cascade,0.832,0.832,0.062,80,0.110,-0.044,3,2.465,-0.973,-112,-357,-80,2,0.500,1.932,1.620,178,0,1528,1528,1050,1650,0,23,72,811,-1638,1971,-3602,2.1,0.3,352,124,35,1500,1800,1800,11.6,7.00,31,0.062,0,2,41,0,0
[FLT] 5515,10,cascade,0.650,0.650,0.251,80,0.090,-0.017,3,2.505,-1.122,-118,-359,150,2,0.500,2.155,1.680,185,0,1535,1534,1050,1650,0,23,72,811,-1638,1971,-3602,12.8,-24.0,36,125,35,1500,1800,1800,11.6,7.00,31,0.282,0,2,40,0,0
[FLT] 5598,10,cascade,0.500,0.500,0.338,100,0.150,0.043,1,2.547,-1.207,-125,-255,82,2,0.500,2.347,1.750,192,0,1542,1542,1050,1650,0,23,72,811,-1638,1971,-3602,12.8,-24.0,36,125,35,1500,1800,1800,11.5,8.45,31,0.379,1,0,40,0,0
[FLT] 5675,10,cascade,0.443,0.443,0.521,100,0.270,0.198,1,2.585,-1.185,-115,-130,176,2,0.500,2.442,1.650,182,0,1532,1531,1050,1650,0,-20,16,899,-636,484,-445,1.6,-0.4,49,125,35,1500,1800,1800,11.5,8.45,31,0.585,1,0,40,0,0
[FLT] 5757,10,cascade,0.380,0.380,-1.000,0,0.350,0.317,0,2.626,-1.110,-107,-34,-51,2,0.500,2.546,1.570,173,0,1523,1522,1050,1650,0,-20,16,899,-636,484,-445,1.6,-0.4,49,125,35,1500,1800,1800,11.5,7.37,31,0.846,0,5,40,7,0
[FLT] 5838,10,cascade,0.318,0.318,-1.000,0,0.560,0.527,0,2.667,-1.048,-101,38,-51,2,0.500,2.649,1.510,166,0,1516,1516,1050,1650,0,49,37,731,174,-205,297,1.6,-0.4,49,125,35,1500,1800,1800,11.5,7.37,31,1.148,0,5,40,7,0
[FLT] 5920,10,cascade,0.276,0.276,-1.000,0,0.820,0.787,0,2.708,-0.971,-92,134,-51,2,0.500,2.708,1.420,156,0,1506,1506,1050,1650,0,49,37,731,174,-205,297,1.6,-1.0,45,124,35,1500,1800,1800,11.5,7.37,31,1.148,0,2,40,7,0
[FLT] 6003,10,cascade,0.288,0.288,-1.000,0,1.040,1.007,0,2.749,-0.837,-75,202,100,2,0.500,2.687,1.250,138,0,1488,1487,1050,1650,0,49,37,731,174,-205,297,1.6,-1.0,45,124,35,1500,1800,1800,11.5,5.15,31,1.522,0,2,40,7,0
[FLT] 6080,10,cascade,0.326,0.326,-1.000,0,1.300,1.267,0,2.788,-0.673,-56,246,100,2,0.500,2.630,1.060,117,0,1467,1466,1050,1650,0,-13,-4,655,42,287,1174,1.6,-0.3,34,124,35,1500,1800,1800,11.5,5.15,31,2.119,0,5,40,2,0
[FLT] 6161,10,cascade,0.406,0.406,-1.000,0,1.600,1.567,0,2.828,-0.473,-34,295,204,2,0.500,2.524,0.840,92,0,1442,1442,1050,1650,0,-13,-4,655,42,287,1174,1.6,-0.3,34,125,35,1500,1800,1800,11.5,5.77,31,2.305,0,5,40,2,0
[FLT] 6243,10,cascade,0.527,0.527,-1.000,0,1.860,1.827,0,2.869,-0.238,-9,331,204,2,0.500,2.369,0.590,65,0,1415,1420,1050,1650,1,8,14,662,-94,78,2338,1.6,-0.3,34,125,35,1500,1800,1800,11.5,5.77,31,2.548,0,5,41,2,0
[FLT] 6325,10,cascade,0.673,0.673,-1.000,0,2.150,2.117,0,2.910,0.002,15,346,204,2,0.500,2.192,0.350,38,0,1388,1388,1050,1650,0,8,14,662,-94,78,2338,2.4,0.8,9,124,35,1500,1800,1800,11.5,5.77,31,2.709,0,5,41,7,0
[FLT] 6407,10,cascade,0.835,0.835,-1.000,0,2.540,2.507,0,2.951,0.238,37,39,285,2,0.500,2.005,0.130,14,0,1364,1364,1050,1650,0,8,14,662,-94,78,2338,2.4,0.8,9,124,35,1500,1800,1800,11.5,4.27,31,3.931,0,4,41,2,0
[FLT] 6485,10,cascade,0.954,0.954,-1.000,0,3.050,3.017,0,2.990,0.382,46,-344,285,2,0.500,1.899,0.040,4,0,1354,1354,1050,1650,0,-34,1,-10,-686,-130,2058,-3.2,0.4,341,124,35,1500,1800,1800,11.5,4.27,31,3.132,0,5,41,2,0
[FLT] 6566,10,cascade,1.789,1.789,3.010,100,3.390,3.357,1,3.031,0.775,118,-479,243,2,0.500,0.942,-0.680,-75,-0,1275,1275,1050,1650,0,-34,1,-10,-686,-130,2058,-3.2,0.4,341,125,35,1500,1800,1800,11.6,1.47,31,3.015,1,0,40,2,0
[FLT] 6647,10,cascade,1.986,1.986,-1.000,0,3.820,3.745,0,3.072,1.146,134,-430,385,2,0.500,0.786,-0.840,-92,-0,1258,1257,1050,1650,0,-44,4,8,-673,-479,1961,-3.2,0.4,341,125,35,1500,1800,1800,11.6,1.47,31,3.705,0,5,40,2,0
[FLT] 6729,10,cascade,2.070,2.070,-1.000,0,3.980,3.905,0,3.112,1.214,123,-305,385,2,0.500,0.742,-0.730,-80,-0,1270,1269,1050,1650,0,-44,4,8,-673,-479,1961,-11.9,-1.5,316,124,35,1500,1800,1800,11.6,1.47,31,4.651,0,4,41,4,0
[FLT] 6811,10,cascade,2.170,2.170,-1.000,0,3.980,3.905,0,3.153,1.190,117,-204,285,2,0.500,0.684,-0.670,-74,-0,1276,1276,1050,1650,0,-44,4,8,-673,-479,1961,-11.9,-1.5,316,124,35,1500,1800,1800,11.7,0.65,31,4.528,0,2,41,4,0
[FLT] 6889,10,cascade,2.284,2.284,-1.000,0,4.150,4.075,0,3.192,1.158,114,-128,285,2,0.486,0.608,-0.654,-72,-0,1278,1278,1050,1650,0,-41,-10,13,-495,-699,1853,-19.5,-2.8,291,124,35,1500,1800,1800,11.7,0.65,31,0.551,0,5,40,2,0
[FLT] 6970,10,cascade,2.414,2.414,-1.000,0,4.150,4.075,0,3.233,1.153,115,-75,285,2,0.415,0.519,-0.735,-81,-0,1269,1269,1050,1650,0,-41,-10,13,-495,-699,1853,-19.5,-2.8,291,125,35,1500,1800,1800,11.7,0.40,31,0.326,0,2,40,2,0
[FLT] 7051,10,cascade,2.539,2.539,-1.000,0,4.240,4.165,0,3.273,1.151,115,-42,214,2,0.347,0.434,-0.803,-88,-0,1262,1261,1050,1650,0,-39,-17,28,-124,-720,1839,-19.5,-2.8,291,125,35,1500,1800,1800,11.7,0.40,31,4.332,0,4,40,2,0
[FLT] 7133,10,cascade,2.665,2.665,-1.000,0,4.070,3.995,0,3.314,1.150,115,-18,214,2,0.279,0.349,-0.871,-96,-0,1254,1254,1050,1650,0,-39,-17,28,-124,-720,1839,-23.8,-2.6,266,125,35,1500,1800,1800,11.7,0.40,31,5.023,0,4,41,4,0
[FLT] 7215,10,cascade,2.774,2.774,-1.000,0,4.070,3.995,0,3.355,1.143,113,-7,80,2,0.225,0.281,-0.905,-100,-0,1250,1250,1050,1650,0,-39,-17,28,-124,-720,1839,-23.8,-2.6,266,125,35,1500,1800,1800,11.7,0.30,31,4.802,0,4,40,4,0
