[RUN] ALT_HOLD hover=1360 target=1.00 kp=0.80 ki=0.00 kd=70.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag
[FLT] 2847,10,guard,0.246,0.246,0.246,100,0.220,0.150,1,0.246,0.104,13,0,13,0,0.000,0.000,0.000,0,0,1395,1395,1395,1395,0,26,44,570,-43,-87,-273,-0.1,-0.3,26,124,35,1500,1800,1800,11.6,8.60,31
[FLT] 2928,10,guard,0.325,0.325,0.325,100,0.270,0.231,1,0.325,0.122,13,0,13,0,0.000,0.000,0.000,0,0,1396,1396,1396,1396,0,26,44,570,-43,-87,-273,-0.1,-0.3,26,125,35,1500,1800,1800,11.6,6.82,31
[FLT] 3010,10,cascade,0.415,0.415,0.415,100,0.320,0.312,1,0.438,0.344,44,15,44,0,-0.064,-0.080,-0.408,-29,-0,1331,1331,1060,1660,0,14,11,421,17,44,-674,-0.1,-0.3,26,125,35,1500,1800,1800,11.6,6.82,31
[FLT] 3093,10,cascade,0.489,0.489,0.489,100,0.410,0.428,1,0.471,0.329,37,37,44,1,-0.093,-0.116,-0.422,-30,-0,1330,1330,1060,1660,0,14,11,421,17,44,-674,0.3,-0.7,34,125,35,1500,1800,1800,11.6,6.82,31
[FLT] 3175,10,cascade,0.543,0.543,0.543,100,0.450,0.483,1,0.504,0.434,50,50,49,1,-0.114,-0.169,-0.548,-38,-0,1322,1321,1060,1660,0,14,11,421,17,44,-674,0.3,-0.7,34,125,35,1500,1800,1800,11.7,4.20,31
[FLT] 3253,10,cascade,0.565,0.565,0.565,100,0.500,0.541,1,0.535,0.513,56,56,49,1,-0.118,-0.183,-0.631,-44,-0,1316,1315,1060,1660,0,17,16,463,-230,248,-336,-0.9,0.9,40,125,35,1500,1800,1800,11.7,4.20,31
[FLT] 3334,10,cascade,0.578,0.578,0.578,100,0.560,0.596,1,0.568,0.586,63,63,49,1,-0.118,-0.186,-0.705,-49,-0,1311,1310,1060,1660,0,17,16,463,-230,248,-336,-0.9,0.9,40,125,35,1500,1800,1800,11.7,3.45,31
[FLT] 3416,10,cascade,0.589,0.589,0.589,100,0.550,0.586,1,0.601,0.543,49,49,39,1,-0.109,-0.151,-0.652,-46,-0,1314,1314,1060,1660,0,13,14,399,427,-453,-56,-0.9,0.9,40,125,35,1500,1800,1800,11.7,3.45,31
[FLT] 3498,10,cascade,0.589,0.589,0.589,100,0.580,0.612,1,0.633,0.427,36,36,39,1,-0.067,-0.084,-0.494,-35,-0,1325,1325,1060,1660,0,13,14,399,427,-453,-56,0.8,-0.8,38,124,35,1500,1800,1800,11.7,3.45,31
[FLT] 3580,10,cascade,0.594,0.594,0.594,100,0.590,0.617,1,0.666,0.336,28,28,30,1,-0.023,-0.029,-0.359,-25,-0,1335,1334,1060,1660,0,13,14,399,427,-453,-56,0.8,-0.8,38,124,35,1500,1800,1800,11.8,2.95,31
[FLT] 3658,10,cascade,0.578,0.578,0.578,100,0.590,0.608,1,0.697,0.244,18,18,30,1,0.037,0.046,-0.207,-14,-0,1346,1345,1060,1660,0,9,-7,530,-395,385,415,-1.3,1.3,38,124,35,1500,1800,1800,11.8,2.95,31
[FLT] 3739,10,cascade,0.548,0.548,0.548,100,0.590,0.594,1,0.730,0.152,10,10,30,1,0.132,0.136,-0.020,-1,-0,1359,1395,1060,1660,1,9,-7,530,-395,385,415,-1.3,1.3,38,124,35,1500,1800,1800,11.8,2.80,31
[FLT] 3821,10,cascade,0.521,0.521,0.521,100,0.540,0.537,1,0.763,0.116,10,0,10,0,0.155,0.207,0.039,3,0,1363,1395,1060,1660,1,24,7,495,-218,225,51,-1.3,1.3,38,124,35,1500,1800,1800,11.8,2.80,31
[FLT] 3903,10,cascade,0.471,0.471,0.471,100,0.520,0.512,1,0.795,0.105,10,-6,10,0,0.183,0.293,0.078,5,0,1365,1395,1060,1660,1,24,7,495,-218,225,51,0.2,-0.2,37,124,35,1500,1800,1800,11.8,2.80,31
[FLT] 3985,10,cascade,0.374,0.374,0.374,100,0.480,0.457,1,0.828,-0.010,-14,-14,-14,0,0.236,0.457,0.246,17,0,1377,1395,1060,1660,1,24,7,495,-218,225,51,0.2,-0.2,37,124,35,1500,1800,1800,11.8,3.25,31
[FLT] 4063,10,cascade,0.374,0.374,0.374,35,0.430,0.399,3,0.859,-0.099,-14,-27,-14,0,0.250,0.515,0.349,24,0,1384,1395,1060,1660,1,-3,13,487,-11,20,169,0.2,-0.2,35,124,35,1500,1800,1800,11.8,3.25,31
[FLT] 4144,10,cascade,0.163,0.163,0.163,100,0.370,0.301,1,0.892,-0.127,-14,-43,-14,0,0.250,0.767,0.377,26,0,1386,1395,1060,1660,1,-3,13,487,-11,20,169,0.2,-0.2,35,124,35,1500,1800,1800,11.8,3.45,31
[FLT] 4226,10,cascade,0.163,0.163,0.163,100,0.350,0.254,1,0.925,-0.136,-14,-46,-14,0,0.250,0.802,0.386,27,0,1387,1395,1060,1660,1,-11,19,459,-51,59,191,0.2,-0.2,35,124,35,1500,1800,1800,11.8,3.45,31
[FLT] 4307,10,cascade,0.207,0.207,0.207,100,0.320,0.218,1,0.957,-0.111,-8,-38,-8,0,0.250,0.783,0.361,25,0,1385,1395,1060,1660,1,-11,19,459,-51,59,191,0.1,0.0,32,125,35,1500,1800,1800,11.8,3.45,31
[FLT] 4389,10,cascade,0.099,0.099,0.099,100,0.220,0.109,1,0.990,-0.089,-8,-53,-8,0,0.250,0.918,0.339,24,0,1384,1395,1060,1660,1,-11,19,459,-51,59,191,0.1,0.0,32,125,35,1500,1800,1800,11.8,3.87,31
[FLT] 4467,10,cascade,0.000,0.000,0.000,100,0.330,0.180,1,1.000,-0.083,-8,-34,-8,0,0.250,1.025,0.333,23,0,1383,1395,1060,1660,1,46,-90,498,148,971,844,-11.8,12.4,34,125,35,1500,1800,1800,11.8,3.87,31
[FLT] 4548,10,cascade,0.127,0.127,0.127,100,0.320,0.150,1,1.000,-0.143,-17,0,-17,0,0.250,0.916,0.393,28,0,1388,1395,1060,1660,1,46,-90,498,148,971,844,-11.8,12.4,34,124,35,1500,1800,1800,11.7,5.77,31
[FLT] 4630,10,cascade,0.140,0.140,0.140,100,0.150,0.009,1,1.000,-0.162,-17,-33,-17,0,0.250,0.909,0.412,29,0,1389,1395,1060,1660,1,10,-2,437,406,-313,-270,-11.8,12.4,34,124,35,1500,1800,1800,11.7,5.77,31
[FLT] 4712,10,cascade,0.169,0.169,0.169,100,0.140,0.036,1,1.000,-0.117,-6,-56,-6,0,0.250,0.866,0.367,26,0,1386,1395,1060,1660,1,10,-2,437,406,-313,-270,-3.9,2.6,37,125,35,1500,1800,1800,11.7,5.77,31
[FLT] 4794,10,cascade,0.192,0.192,0.192,100,0.190,0.112,1,1.000,-0.077,-6,-33,-6,0,0.250,0.831,0.327,23,0,1383,1395,1060,1660,1,10,-2,437,406,-313,-270,-3.9,2.6,37,125,35,1500,1800,1800,11.7,4.17,31
[FLT] 4872,10,cascade,0.199,0.199,0.199,100,0.220,0.155,1,1.000,-0.065,-6,-1,-6,0,0.250,0.821,0.315,22,0,1382,1395,1060,1660,1,9,2,475,163,-32,47,-1.4,1.0,38,125,35,1500,1800,1800,11.7,4.17,31
[FLT] 4953,10,cascade,0.199,0.199,0.199,100,0.220,0.166,1,1.000,-0.020,0,0,0,0,0.250,0.807,0.270,19,0,1379,1395,1060,1660,1,9,2,475,163,-32,47,-1.4,1.0,38,125,35,1500,1800,1800,11.8,3.67,31
[FLT] 5035,10,cascade,0.196,0.196,0.196,100,0.240,0.188,1,1.000,-0.006,0,1,0,0,0.250,0.806,0.256,18,0,1378,1395,1060,1660,1,11,11,454,37,-1,170,-1.4,1.0,38,125,35,1500,1800,1800,11.8,3.67,31
[FLT] 5117,10,cascade,0.183,0.183,0.183,100,0.250,0.195,1,1.000,-0.011,-2,4,-2,0,0.250,0.820,0.261,18,0,1378,1395,1060,1660,1,11,11,454,37,-1,170,-0.5,0.4,37,125,35,1500,1800,1800,11.8,3.67,31
[FLT] 5199,10,cascade,0.157,0.157,0.157,100,0.230,0.169,1,1.000,-0.017,-2,0,-2,0,0.250,0.848,0.267,19,0,1379,1395,1060,1660,1,11,11,454,37,-1,170,-0.5,0.4,37,125,35,1500,1800,1800,11.8,3.50,31
[FLT] 0,8,landing,0.123,0.123,0.123,100,0.210,0.146,1,1.000,-0.018,-2,0,-2,0,-0.070,0.000,-0.052,-6,0,1314,1314,1140,1440,0,27,16,459,49,-7,63,-0.5,0.4,37,125,35,1500,1800,1800,11.8,3.50,31
[FLT] 82,8,landing,0.123,0.123,0.123,100,0.180,0.116,1,1.000,-0.056,-10,-6,-10,0,-0.070,0.000,-0.014,-1,0,1319,1319,1140,1440,0,27,16,459,49,-7,63,-0.2,0.0,35,124,35,1500,1800,1800,11.8,3.50,31
[FLT] 164,8,landing,0.072,0.072,0.072,100,0.200,0.125,1,1.000,-0.087,-10,-5,-10,0,-0.070,0.000,0.017,2,0,1322,1322,1140,1440,0,27,16,459,49,-7,63,-0.2,0.0,35,124,35,1500,1800,1800,11.8,3.05,31
