[RUN] ALT_HOLD hover=1350 target=1.00 kp=0.80 ki=0.00 kd=70.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag,tofRaw,tofReadOk,tofReject,tofDt,tofStatus,tofI2c
[FLT] 1855,10,guard,-0.012,-0.012,0.091,100,0.180,-0.113,1,-0.012,-0.001,0,-14,0,2,0.000,0.000,0.000,0,0,1370,1370,1370,1370,0,-4,5,446,175,36,-54,0.6,0.5,27,124,35,1500,1800,1800,11.9,3.15,31,0.091,1,0,41,0,0
[FLT] 1936,10,guard,-0.005,-0.005,0.086,100,0.140,-0.128,1,-0.005,0.004,1,-17,0,2,0.000,0.000,0.000,0,0,1371,1371,1371,1371,0,-4,5,446,175,36,-54,0.6,0.5,27,124,35,1500,1800,1800,11.9,2.75,31,0.086,1,0,41,0,0
[FLT] 2018,10,guard,-0.002,-0.002,0.072,100,0.110,-0.133,1,-0.002,0.008,1,-26,0,2,0.000,0.000,0.000,0,0,1372,1372,1372,1372,0,-14,-8,406,66,-96,-435,0.6,0.5,27,124,35,1500,1800,1800,11.9,2.75,31,0.072,1,0,41,0,0
[FLT] 2100,10,guard,-0.012,-0.012,0.000,100,0.110,-0.108,1,-0.012,0.005,0,-17,0,2,0.000,0.000,0.000,0,0,1374,1374,1374,1374,0,-14,-8,406,66,-96,-435,-0.2,0.0,32,124,35,1500,1800,1800,11.9,2.75,31,0.038,1,0,41,0,0
[FLT] 2182,10,guard,-0.013,-0.013,0.000,80,0.170,-0.035,3,-0.013,0.001,0,0,0,2,0.000,0.000,0.000,0,0,1375,1375,1375,1375,0,-14,-8,406,66,-96,-435,-0.2,0.0,32,124,35,1500,1800,1800,11.9,3.40,31,0.038,0,2,40,0,0
[FLT] 2261,10,guard,-0.018,-0.018,0.000,80,0.440,0.230,3,-0.018,0.000,0,48,0,2,0.000,0.000,0.000,0,0,1376,1376,1376,1376,0,14,-23,609,215,254,-221,-1.4,0.9,35,124,35,1500,1800,1800,11.9,3.40,31,0.019,0,2,41,0,0
[FLT] 2343,10,guard,-0.006,-0.006,0.060,80,0.460,0.215,3,-0.006,0.005,1,115,0,2,0.000,0.000,0.000,0,0,1377,1377,1377,1377,0,14,-23,609,215,254,-221,-1.4,0.9,35,124,35,1500,1800,1800,11.8,3.45,31,0.060,0,2,40,0,0
[FLT] 2425,10,guard,0.011,0.011,0.121,80,0.210,-0.027,3,0.011,0.022,3,27,0,2,0.000,0.000,0.000,0,0,1378,1378,1378,1378,0,-11,2,438,44,10,297,-1.4,0.9,35,124,35,1500,1800,1800,11.8,3.45,31,0.121,0,2,40,0,0
[FLT] 2506,10,cascade,0.023,0.023,0.129,80,0.110,-0.100,3,0.048,0.035,4,-39,0,2,0.092,0.014,0.058,4,0,1354,1385,1050,1650,1,-11,2,438,44,10,297,-0.6,0.3,34,125,35,1500,1800,1800,11.8,3.45,31,0.129,0,2,40,0,0
[FLT] 2588,10,cascade,0.032,0.032,0.130,100,0.090,-0.120,1,0.081,0.038,4,-59,0,2,0.100,0.037,0.061,4,0,1354,1385,1050,1650,1,-11,2,438,44,10,297,-0.6,0.3,34,125,35,1500,1800,1800,11.9,2.65,31,0.130,1,0,40,0,0
[FLT] 2666,10,cascade,0.038,0.038,0.119,100,0.100,-0.080,1,0.112,0.039,4,-50,0,2,0.108,0.062,0.068,5,0,1355,1385,1050,1650,1,18,4,467,-56,22,466,-0.1,-0.2,29,125,35,1500,1800,1800,11.9,2.65,31,0.119,1,0,41,0,0
[FLT] 2748,10,cascade,0.040,0.040,0.097,100,0.140,-0.016,1,0.145,0.040,4,-21,0,2,0.117,0.092,0.078,5,0,1355,1385,1050,1650,1,18,4,467,-56,22,466,-0.1,-0.2,29,125,35,1500,1800,1800,11.8,3.72,31,0.097,1,0,41,0,0
[FLT] 2830,10,cascade,0.042,0.042,0.088,100,0.170,0.027,1,0.177,0.040,4,0,0,2,0.128,0.124,0.088,6,0,1356,1385,1050,1650,1,-7,32,685,-190,25,891,-0.1,-0.2,29,125,35,1500,1800,1800,11.8,3.72,31,0.088,1,0,41,0,0
[FLT] 2912,10,cascade,0.044,0.044,0.088,80,0.190,0.055,3,0.210,0.033,3,4,0,2,0.138,0.156,0.105,7,0,1357,1385,1050,1650,1,-7,32,685,-190,25,891,0.8,0.7,19,124,35,1500,1800,1800,11.8,3.72,31,0.088,0,2,41,0,0
[FLT] 2994,10,cascade,0.048,0.048,0.103,80,0.180,0.052,3,0.243,0.031,3,0,0,2,0.148,0.186,0.117,8,0,1358,1385,1050,1650,1,-7,32,685,-190,25,891,0.8,0.7,19,124,35,1500,1800,1800,11.8,4.37,31,0.103,0,2,41,0,0
[FLT] 3072,10,cascade,0.055,0.055,0.127,80,0.170,0.052,3,0.274,0.037,4,0,0,2,0.155,0.208,0.118,8,0,1358,1385,1050,1650,1,-5,11,605,28,-66,682,0.1,0.1,10,124,35,1500,1800,1800,11.8,4.37,31,0.127,0,2,41,0,0
[FLT] 3153,10,cascade,0.071,0.071,0.178,80,0.200,0.096,3,0.307,0.046,5,0,0,2,0.160,0.222,0.113,8,0,1358,1385,1050,1650,1,-5,11,605,28,-66,682,0.1,0.1,10,125,35,1500,1800,1800,11.7,4.60,31,0.178,0,2,40,0,0
[FLT] 3235,10,cascade,0.096,0.096,0.240,80,0.200,0.113,3,0.339,0.070,8,1,0,2,0.160,0.222,0.090,6,0,1356,1385,1050,1650,1,-1,23,610,-108,-62,809,0.1,0.1,10,125,35,1500,1800,1800,11.7,4.60,31,0.240,0,2,40,0,0
[FLT] 3318,10,cascade,0.134,0.134,0.322,100,0.270,0.183,1,0.373,0.088,11,15,0,2,0.156,0.212,0.068,5,0,1355,1385,1050,1650,1,-1,23,610,-108,-62,809,0.0,-0.1,359,124,35,1500,1800,1800,11.7,4.60,31,0.322,1,0,41,0,0
[FLT] 3400,10,cascade,0.184,0.184,0.420,100,0.290,0.220,1,0.405,0.127,16,22,0,2,0.147,0.183,0.020,1,0,1351,1385,1050,1650,1,-1,23,610,-108,-62,809,0.0,-0.1,359,124,35,1500,1800,1800,11.7,4.37,31,0.420,1,0,41,0,0
[FLT] 3478,10,cascade,0.246,0.246,0.517,100,0.370,0.324,1,0.437,0.176,22,37,0,2,0.111,0.138,-0.065,-5,-0,1345,1345,1050,1650,0,21,29,629,178,179,409,0.5,0.4,353,124,35,1500,1800,1800,11.7,4.37,31,0.517,1,0,41,0,0
[FLT] 3560,10,cascade,0.320,0.320,0.633,100,0.440,0.417,1,0.469,0.237,29,55,0,2,0.063,0.078,-0.175,-12,-0,1338,1337,1050,1650,0,21,29,629,178,179,409,0.5,0.4,353,124,35,1500,1800,1800,11.7,4.50,31,0.633,1,0,40,0,0
[FLT] 3641,10,cascade,0.344,0.344,0.633,80,0.550,0.553,3,0.502,0.274,29,77,0,2,0.060,0.075,-0.214,-15,-0,1335,1335,1050,1650,0,1,14,526,-152,-169,199,0.5,0.4,353,124,35,1500,1800,1800,11.7,4.50,31,0.633,0,2,41,0,0
[FLT] 3723,10,cascade,0.439,0.439,0.762,80,0.690,0.710,3,0.535,0.341,37,105,0,2,-0.006,-0.007,-0.347,-24,-0,1326,1325,1050,1650,0,1,14,526,-152,-169,199,-0.3,-0.4,349,125,35,1500,1800,1800,11.7,4.50,31,0.762,0,2,41,0,0
[FLT] 3805,10,cascade,0.547,0.547,0.897,80,0.820,0.856,3,0.567,0.429,47,128,0,2,-0.087,-0.108,-0.515,-36,-0,1314,1313,1050,1650,0,1,14,526,-152,-169,199,-0.3,-0.4,349,125,35,1500,1800,1800,11.7,3.92,31,0.897,0,2,41,0,0
[FLT] 3883,10,cascade,0.664,0.664,1.031,80,0.910,0.961,3,0.599,0.519,56,137,0,2,-0.127,-0.221,-0.646,-45,-0,1305,1304,1050,1650,0,-6,20,542,151,158,121,0.9,0.7,348,125,35,1500,1800,1800,11.7,3.92,31,1.031,0,2,41,0,0
[FLT] 3964,10,cascade,0.789,0.789,1.167,80,1.010,1.080,3,0.631,0.610,65,136,0,2,-0.159,-0.341,-0.769,-54,-0,1296,1296,1050,1650,0,-6,20,542,151,158,121,0.9,0.7,348,124,35,1500,1800,1800,11.7,3.87,31,1.167,0,2,40,0,0
[FLT] 4046,10,cascade,0.918,0.918,1.299,100,1.120,1.190,1,0.664,0.677,74,139,0,2,-0.189,-0.458,-0.866,-61,-0,1289,1289,1050,1650,0,-4,5,432,-116,-76,-228,0.9,0.7,348,124,35,1500,1800,1800,11.7,3.87,31,1.299,1,0,40,0,0
[FLT] 4128,10,cascade,1.051,1.051,1.433,100,1.220,1.303,1,0.697,0.758,82,133,0,2,-0.200,-0.582,-0.958,-67,-0,1283,1282,1050,1650,0,-4,5,432,-116,-76,-228,-0.5,-0.5,349,124,35,1500,1800,1800,11.7,3.87,31,1.433,1,0,41,0,0
[FLT] 1,8,landing,1.185,1.185,1.537,100,1.360,1.458,1,0.712,0.843,91,138,0,2,-0.350,0.000,-1.193,-143,0,1182,1182,1090,1430,0,-4,5,432,-116,-76,-228,-0.5,-0.5,349,124,35,1500,1800,1800,11.8,2.45,31,1.537,1,0,41,0,0
[FLT] 78,8,landing,1.317,1.317,1.613,100,1.490,1.598,1,0.712,0.919,98,153,0,2,-0.350,0.000,-1.269,-152,0,1163,1163,1090,1430,0,3,-1,242,-51,-43,-530,-0.5,-0.2,355,124,35,1500,1800,1800,11.8,2.45,31,1.613,1,0,40,0,0
[FLT] 159,8,landing,1.401,1.401,1.613,80,1.570,1.680,3,0.712,0.968,99,152,0,2,-0.350,0.000,-1.318,-158,0,1147,1146,1090,1430,0,3,-1,242,-51,-43,-530,-0.5,-0.2,355,125,35,1500,1800,1800,11.9,1.20,31,1.613,0,2,40,0,0
[FLT] 241,8,landing,1.506,1.506,1.622,80,1.600,1.700,3,0.712,1.004,102,128,0,2,-0.350,0.000,-1.354,-162,0,1132,1132,1090,1430,0,-7,-13,166,47,103,-290,-0.5,-0.2,355,125,35,1500,1800,1800,11.9,1.20,31,1.622,0,2,40,0,0
[FLT] 322,8,landing,1.583,1.583,1.595,80,1.640,1.725,3,0.712,1.004,100,96,0,2,-0.350,0.000,-1.354,-162,0,1122,1121,1090,1430,0,-7,-13,166,47,103,-290,-0.7,0.5,1,125,35,1500,1800,1800,11.9,1.20,31,1.595,0,2,41,0,0
[FLT] 405,8,landing,1.623,1.623,1.499,80,1.600,1.659,3,0.712,0.957,93,61,0,2,-0.350,0.000,-1.307,-156,0,1117,1117,1090,1430,0,-7,-13,166,47,103,-290,-0.7,0.5,1,125,35,1500,1800,1800,11.9,1.45,31,1.499,0,2,41,0,0
[FLT] 483,8,landing,1.623,1.623,1.360,80,1.520,1.547,3,0.712,0.870,82,14,0,2,-0.350,0.000,-1.220,-146,0,1117,1117,1090,1430,0,-4,-40,232,26,-69,322,-0.5,0.6,0,125,35,1500,1800,1800,11.9,1.45,31,1.360,0,2,41,7,0
[FLT] 564,8,landing,1.572,1.572,1.170,100,1.370,1.397,1,0.712,0.753,65,-27,0,2,-0.350,0.000,-1.103,-132,0,1121,1120,1090,1430,0,-4,-40,232,26,-69,322,-0.5,0.6,0,124,35,1500,1800,1800,11.9,0.85,31,1.170,1,0,40,7,0
[FLT] 646,8,landing,1.474,1.474,0.929,100,1.200,1.200,1,0.712,0.574,43,-91,0,2,-0.350,0.000,-0.924,-110,0,1132,1132,1090,1430,0,15,3,155,165,216,-205,-0.5,0.6,0,124,35,1500,1800,1800,11.9,0.85,31,0.929,1,0,40,7,0
[FLT] 727,8,landing,1.473,1.473,-1.000,0,1.170,1.137,0,0.712,0.421,34,-112,0,2,-0.350,0.000,-0.771,-92,0,1140,1140,1090,1430,0,15,3,155,165,216,-205,2.1,-1.2,359,125,35,1500,1800,1800,11.9,0.85,31,0.622,0,5,40,7,0
[FLT] 810,8,landing,1.470,1.470,-1.000,0,1.230,1.197,0,0.712,0.323,27,-67,0,2,-0.350,0.000,-0.673,-80,0,1142,1141,1090,1430,0,15,3,155,165,216,-205,2.1,-1.2,359,125,35,1500,1800,1800,11.9,0.90,31,0.241,0,5,40,7,0
[FLT] 887,8,landing,1.461,1.461,-1.000,0,1.040,1.007,0,0.712,0.253,21,-74,0,2,-0.350,0.000,-0.603,-72,0,1140,1139,1090,1430,0,694,4454,3991,9181,2567,1840,27.2,9.8,349,125,35,1500,1800,1800,11.9,0.90,31,0.241,0,2,41,7,0
[FLT] 968,8,landing,1.145,1.145,-1.000,0,0.740,0.609,0,0.712,-0.027,-15,-135,0,2,-0.350,0.000,-0.323,-38,0,1172,1172,1090,1430,0,694,4454,3991,9181,2567,1840,27.2,9.8,349,124,35,1500,1800,1800,11.9,2.62,31,0.537,0,5,40,2,0
[FLT] 1050,8,landing,0.938,0.938,0.323,100,0.450,0.319,1,0.712,-0.219,-38,-235,0,2,-0.350,0.000,-0.131,-15,0,1195,1195,1090,1430,0,-9,69,280,-1770,-1602,1997,27.2,9.8,349,124,35,1500,1800,1800,11.9,2.62,31,0.368,1,0,40,0,0
[FLT] 1132,8,landing,0.762,0.762,0.279,100,0.350,0.219,1,0.712,-0.408,-54,-248,0,2,-0.350,0.000,0.058,6,0,1216,1216,1090,1430,0,-9,69,280,-1770,-1602,1997,25.5,6.9,330,125,35,1500,1800,1800,11.9,2.62,31,0.311,1,0,41,0,0
[FLT] 1214,8,landing,0.709,0.709,0.279,80,0.310,0.186,3,0.712,-0.512,-56,-209,0,2,-0.350,0.000,0.162,19,0,1229,1229,1090,1430,0,-9,69,280,-1770,-1602,1997,25.5,6.9,330,125,35,1500,1800,1800,11.9,2.95,31,0.311,0,2,40,0,0
[FLT] 1293,8,landing,0.558,0.558,0.251,80,0.360,0.242,3,0.712,-0.621,-67,-138,0,2,-0.350,0.000,0.271,32,0,1242,1242,1090,1430,0,-11,-13,518,-88,853,2238,9.4,-2.1,307,125,35,1500,1800,1800,11.9,2.95,31,0.280,0,2,41,0,0
[FLT] 1375,8,landing,0.440,0.440,0.250,80,0.340,0.224,3,0.712,-0.699,-73,-86,0,2,-0.214,0.000,0.485,58,0,1320,1320,1090,1430,0,-11,-13,518,-88,853,2238,9.4,-2.1,307,125,35,1500,1800,1800,11.8,2.82,31,0.254,0,2,40,0,0
[FLT] 1457,8,landing,0.337,0.337,0.223,80,0.170,0.054,3,0.712,-0.751,-77,-108,0,2,-0.152,0.000,0.599,71,0,1354,1353,1280,1430,0,4,7,71,-1126,3216,1657,9.4,-2.1,307,125,35,1500,1800,1800,11.8,2.82,31,0.226,0,2,41,0,0
[FLT] 1538,8,landing,0.236,0.236,0.134,80,0.170,0.064,3,0.712,-0.792,-81,-125,0,2,-0.092,0.000,0.700,84,0,1387,1386,1280,1430,0,4,7,71,-1126,3216,1657,5.4,17.3,279,124,35,1500,1800,1800,11.8,2.82,31,0.141,0,2,41,0,0
