[RUN] ALT_HOLD hover=1350 target=1.00 kp=0.80 ki=0.00 kd=110.00 tofFull=3.60 tofZero=3.80
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,rcArm,rcAngle,vbat,amps,diag,tofRaw,tofReadOk,tofReject,tofDt,tofStatus,tofI2c
[FLT] 908,10,guard,-0.002,-0.002,0.000,80,0.180,0.077,3,-0.002,0.016,1,-4,0,2,0.000,0.000,0.000,0,0,1302,1302,1302,1302,0,-16,13,543,142,134,-180,-0.6,-0.1,354,125,35,1500,1800,1800,12.2,1.62,31,0.028,0,2,40,0,0
[FLT] 990,10,guard,-0.003,-0.003,0.000,100,0.230,0.127,1,-0.003,0.012,1,12,0,2,0.000,0.000,0.000,0,0,1309,1309,1309,1309,0,-16,13,543,142,134,-180,0.4,0.3,356,124,35,1500,1800,1800,12.2,1.62,31,0.036,1,0,41,0,0
[FLT] 1072,10,guard,-0.004,-0.004,0.000,100,0.170,0.052,1,-0.004,0.011,1,5,0,2,0.000,0.000,0.000,0,0,1315,1315,1315,1315,0,-16,13,543,142,134,-180,0.4,0.3,356,124,35,1500,1800,1800,12.2,1.95,31,0.032,1,0,41,0,0
[FLT] 1150,10,guard,-0.006,-0.006,0.000,100,0.150,0.026,1,-0.006,0.006,0,0,0,2,0.000,0.000,0.000,0,0,1322,1322,1322,1322,0,8,24,518,-138,-96,157,0.1,0.2,355,124,35,1500,1800,1800,12.2,1.95,31,0.038,1,0,41,0,0
[FLT] 1231,10,guard,-0.008,-0.008,0.000,100,0.140,0.013,1,-0.008,0.002,0,0,0,2,0.000,0.000,0.000,0,0,1328,1328,1328,1328,0,8,24,518,-138,-96,157,0.1,0.2,355,124,35,1500,1800,1800,12.2,1.92,31,0.029,1,0,41,0,0
[FLT] 1313,10,guard,-0.008,-0.008,0.000,80,0.100,-0.029,3,-0.008,0.001,0,-12,0,2,0.000,0.000,0.000,0,0,1335,1335,1335,1335,0,-21,0,524,83,-138,-63,0.1,0.2,355,124,35,1500,1800,1800,12.2,1.92,31,0.029,0,2,41,0,0
[FLT] 1395,10,guard,-0.011,-0.011,0.000,80,0.140,0.015,3,-0.011,0.000,0,-7,0,2,0.000,0.000,0.000,0,0,1341,1341,1341,1341,0,-21,0,524,83,-138,-63,0.2,-0.1,354,125,35,1500,1800,1800,12.2,1.92,31,0.027,0,2,41,0,0
[FLT] 1477,10,guard,-0.011,-0.011,0.000,80,0.190,0.056,3,-0.011,0.000,0,3,0,2,0.000,0.000,0.000,0,0,1348,1348,1348,1348,0,-21,0,524,83,-138,-63,0.2,-0.1,354,125,35,1500,1800,1800,12.2,2.07,31,0.028,0,2,40,0,0
[FLT] 1555,10,guard,-0.012,-0.012,0.000,80,0.170,0.032,3,-0.012,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1354,1354,1354,1354,0,1,8,529,8,-71,-104,0.7,0.0,355,125,35,1500,1800,1800,12.2,2.07,31,0.030,0,2,40,0,0
[FLT] 1636,10,guard,-0.012,-0.012,0.000,80,0.200,0.055,3,-0.012,0.000,0,7,0,2,0.000,0.000,0.000,0,0,1360,1360,1360,1360,0,1,8,529,8,-71,-104,0.7,0.0,355,124,35,1500,1800,1800,12.1,2.32,31,0.033,0,2,40,0,0
[FLT] 1718,10,guard,-0.005,-0.005,0.040,100,0.180,0.035,1,-0.005,0.000,0,1,0,2,0.000,0.000,0.000,0,0,1367,1367,1367,1367,0,-27,-11,495,-40,6,214,0.7,0.0,355,124,35,1500,1800,1800,12.1,2.32,31,0.040,1,0,40,0,0
[FLT] 1799,10,guard,-0.007,-0.007,0.000,100,0.210,0.066,1,-0.007,0.000,0,0,0,2,0.000,0.000,0.000,0,0,1373,1373,1373,1373,0,-27,-11,495,-40,6,214,0.3,-0.3,353,125,35,1500,1800,1800,12.1,2.32,31,0.032,1,0,40,0,0
[FLT] 1881,10,guard,-0.007,-0.007,0.000,100,0.270,0.118,1,-0.007,0.000,0,15,0,2,0.000,0.000,0.000,0,0,1380,1380,1380,1380,0,-27,-11,495,-40,6,214,0.3,-0.3,353,125,35,1500,1800,1800,12.1,2.27,31,0.037,1,0,41,0,0
[FLT] 1959,10,guard,-0.007,-0.007,0.000,100,0.260,0.094,1,-0.007,0.000,0,14,0,2,0.000,0.000,0.000,0,0,1386,1386,1386,1386,0,8,19,528,35,-102,459,0.2,0.0,348,125,35,1500,1800,1800,12.1,2.27,31,0.033,1,0,41,0,0
[FLT] 2041,10,guard,-0.002,-0.002,0.000,80,0.440,0.262,3,-0.002,0.004,1,53,0,2,0.000,0.000,0.000,0,0,1393,1393,1393,1393,0,8,19,528,35,-102,459,0.2,0.0,348,125,35,1500,1800,1800,12.1,2.72,31,0.033,0,2,41,0,0
[FLT] 2123,10,guard,0.010,0.010,0.041,80,0.500,0.285,3,0.010,0.015,2,90,0,2,0.000,0.000,0.000,0,0,1395,1395,1395,1395,0,-5,12,716,18,57,607,0.2,0.0,348,125,35,1500,1800,1800,12.1,2.72,31,0.041,0,2,41,0,0
[FLT] 2204,10,guard,0.022,0.022,0.056,80,0.450,0.221,3,0.022,0.030,4,46,0,2,0.000,0.000,0.000,0,0,1395,1395,1395,1395,0,-5,12,716,18,57,607,1.0,0.6,342,124,35,1500,1800,1800,12.1,2.72,31,0.056,0,2,40,0,0
[FLT] 2286,10,guard,0.036,0.036,0.100,80,0.270,0.036,3,0.036,0.044,5,0,0,2,0.000,0.000,0.000,0,0,1395,1395,1395,1395,0,-5,12,716,18,57,607,1.0,0.6,342,124,35,1500,1800,1800,12.0,4.17,31,0.100,0,2,40,0,0
[FLT] 2365,10,guard,0.057,0.057,0.157,80,0.220,0.005,3,0.057,0.062,7,-36,0,2,0.000,0.000,0.000,0,0,1395,1395,1395,1395,0,1,15,692,75,30,318,0.4,0.4,337,124,35,1500,1800,1800,12.0,4.17,31,0.157,0,2,40,0,0
[FLT] 2447,10,cascade,0.089,0.089,0.240,100,0.190,-0.025,1,0.082,0.078,10,-49,0,2,0.098,-0.031,0.019,2,0,1352,1352,1050,1650,0,1,15,692,75,30,318,0.4,0.4,337,125,35,1500,1800,1800,12.0,4.70,31,0.240,1,0,41,0,0
[FLT] 2529,10,cascade,0.137,0.137,0.349,100,0.220,0.037,1,0.115,0.108,14,-35,0,2,0.105,-0.054,-0.003,-0,-0,1350,1349,1050,1650,0,-9,18,610,-125,-136,134,0.4,0.4,337,125,35,1500,1800,1800,12.0,4.70,31,0.349,1,0,41,0,0
[FLT] 2610,10,cascade,0.203,0.203,0.484,100,0.290,0.144,1,0.147,0.162,21,0,0,2,-0.083,-0.104,-0.246,-27,-0,1323,1322,1050,1650,0,-9,18,610,-125,-136,134,0.0,-0.1,334,124,35,1500,1800,1800,12.0,4.70,31,0.484,1,0,41,0,0
[FLT] 2693,10,cascade,0.286,0.286,0.626,100,0.410,0.305,1,0.180,0.231,29,23,0,2,-0.140,-0.175,-0.371,-41,-0,1309,1309,1050,1650,0,-9,18,610,-125,-136,134,0.0,-0.1,334,124,35,1500,1800,1800,12.0,3.97,31,0.626,1,0,40,0,0
[FLT] 2771,10,cascade,0.309,0.309,0.626,80,0.530,0.464,3,0.211,0.271,29,68,0,2,-0.143,-0.179,-0.415,-46,-0,1304,1304,1050,1650,0,19,-42,420,60,38,-197,0.2,0.2,336,124,35,1500,1800,1800,12.0,3.97,31,0.626,0,2,40,0,0
[FLT] 2852,10,cascade,0.418,0.418,0.767,80,0.630,0.592,3,0.244,0.349,38,100,0,2,-0.223,-0.279,-0.572,-63,-0,1287,1287,1050,1650,0,19,-42,420,60,38,-197,0.2,0.2,336,124,35,1500,1800,1800,12.0,2.62,31,0.767,0,2,40,0,0
[FLT] 2934,10,cascade,0.534,0.534,0.893,80,0.730,0.722,3,0.277,0.441,48,113,0,2,-0.300,-0.389,-0.740,-81,-0,1269,1268,1050,1650,0,-9,0,257,59,92,-706,0.2,0.2,336,124,35,1500,1800,1800,12.0,2.62,31,0.893,0,2,40,0,0
[FLT] 3015,10,cascade,0.647,0.647,0.970,80,0.860,0.874,3,0.309,0.530,57,126,0,2,-0.349,-0.497,-0.879,-97,-0,1253,1253,1050,1650,0,-9,0,257,59,92,-706,-0.6,-0.3,342,124,35,1500,1800,1800,12.0,2.62,31,0.970,0,2,40,0,0
[FLT] 3097,10,cascade,0.756,0.756,1.031,80,0.940,0.970,3,0.342,0.607,64,128,0,2,-0.350,-0.596,-0.957,-105,-0,1245,1244,1050,1650,0,-9,0,257,59,92,-706,-0.6,-0.3,342,124,35,1500,1800,1800,12.1,1.70,31,1.031,0,2,41,7,0
[FLT] 3175,10,cascade,0.846,0.846,1.030,100,1.000,1.030,1,0.373,0.647,68,119,0,2,-0.350,-0.667,-0.997,-110,-0,1240,1240,1050,1650,0,0,-29,281,-47,111,-393,-0.9,0.5,348,124,35,1500,1800,1800,12.1,1.70,31,1.030,1,0,41,7,0
[FLT] 3256,10,cascade,0.910,0.910,0.983,100,1.010,1.040,1,0.405,0.674,69,96,0,2,-0.350,-0.707,-1.024,-113,-0,1237,1237,1050,1650,0,0,-29,281,-47,111,-393,-0.9,0.5,348,124,35,1500,1800,1800,12.1,2.07,31,0.983,1,0,40,7,0
[FLT] 3338,10,cascade,0.953,0.953,0.939,100,0.970,0.993,1,0.438,0.670,66,57,0,2,-0.350,-0.716,-1.020,-112,-0,1238,1237,1050,1650,0,8,-18,333,159,-215,72,-0.9,0.5,348,124,35,1500,1800,1800,12.1,2.07,31,0.939,1,0,40,7,0
[FLT] 3419,10,cascade,0.973,0.973,0.867,100,0.930,0.946,1,0.471,0.638,61,15,0,2,-0.350,-0.694,-0.988,-109,-0,1241,1241,1050,1650,0,8,-18,333,159,-215,72,0.1,-0.4,348,125,35,1500,1800,1800,12.1,2.07,31,0.867,1,0,40,7,0
[FLT] 3502,10,cascade,1.013,1.013,0.867,80,0.850,0.857,3,0.504,0.607,59,-2,0,2,-0.350,-0.692,-0.957,-105,-0,1245,1244,1050,1650,0,8,-18,333,159,-215,72,0.1,-0.4,348,125,35,1500,1800,1800,12.1,1.60,31,0.867,0,2,40,7,0
[FLT] 3579,10,cascade,0.991,0.991,0.751,80,0.780,0.778,3,0.535,0.532,49,-35,0,2,-0.350,-0.616,-0.882,-97,-0,1253,1252,1050,1650,0,-8,-5,284,-147,144,289,-0.5,0.3,346,125,35,1500,1800,1800,12.1,1.60,31,0.751,0,2,40,7,0
[FLT] 3660,10,cascade,0.941,0.941,0.607,80,0.680,0.663,3,0.567,0.429,38,-61,0,2,-0.350,-0.503,-0.779,-86,-0,1264,1264,1050,1650,0,-8,-5,284,-147,144,289,-0.5,0.3,346,125,35,1500,1800,1800,12.1,1.35,31,0.607,0,2,41,7,0
[FLT] 3742,10,cascade,0.858,0.858,0.412,80,0.610,0.568,3,0.600,0.293,23,-80,0,2,-0.276,-0.346,-0.569,-63,-0,1287,1287,1050,1650,0,30,-6,252,75,-14,-308,-0.5,0.3,346,125,35,1500,1800,1800,12.1,1.35,31,0.412,0,2,41,7,0
[FLT] 3824,10,cascade,0.864,0.864,0.412,80,0.470,0.428,3,0.633,0.237,21,-99,0,2,-0.242,-0.302,-0.479,-53,-0,1297,1297,1050,1650,0,30,-6,252,75,-14,-308,0.9,-1.2,346,124,35,1500,1800,1800,12.1,1.35,31,0.166,0,2,41,7,0
[FLT] 3906,10,cascade,0.689,0.689,0.077,100,0.080,0.038,1,0.665,0.103,-3,-166,0,2,0.105,-0.054,0.003,0,0,1350,1350,1050,1650,0,30,-6,252,75,-14,-308,0.9,-1.2,346,124,35,1500,1800,1800,12.0,3.87,31,0.077,1,0,41,7,0
[FLT] 3984,10,cascade,0.665,0.665,0.077,80,0.030,-0.007,3,0.697,-0.006,-6,-230,0,2,0.098,0.033,0.105,11,0,1361,1361,1050,1650,0,37,103,447,1917,1194,2309,-26.7,40.8,353,124,35,1500,1800,1800,12.0,3.87,31,0.408,0,2,41,2,0
[FLT] 4065,10,cascade,0.553,0.553,0.252,80,0.260,0.234,3,0.729,-0.134,-19,-121,0,2,0.158,0.216,0.291,32,0,1382,1420,1050,1650,1,37,103,447,1917,1194,2309,-26.7,40.8,353,124,35,1500,1800,1800,11.9,6.45,31,0.372,0,2,41,0,0
[FLT] 0,8,landing,0.543,0.543,-1.000,0,0.280,0.254,0,0.729,-0.160,-19,-65,0,2,-0.350,0.000,-0.190,-22,0,1303,1310,1311,1430,-1,37,103,447,1917,1194,2309,-26.7,40.8,353,124,35,1500,1800,1800,11.9,6.45,31,0.000,0,5,40,0,0
[FLT] 78,8,landing,0.514,0.514,0.496,100,0.330,0.304,1,0.729,-0.192,-21,-7,0,2,-0.350,0.000,-0.158,-18,0,1297,1302,1302,1430,-1,-118,-37,786,-1608,208,1529,-7.0,9.6,323,124,35,1500,1800,1800,11.9,6.45,31,0.734,1,0,40,2,0
[FLT] 159,8,landing,0.499,0.499,0.867,80,0.450,0.447,3,0.729,-0.198,-20,30,0,2,-0.220,0.000,-0.022,-2,0,1312,1311,1301,1430,0,-118,-37,786,-1608,208,1529,-7.0,9.6,323,124,35,1500,1800,1800,11.8,6.37,31,0.886,0,2,41,2,0
[FLT] 241,8,landing,0.490,0.490,0.867,80,0.620,0.617,3,0.729,-0.188,-18,83,0,2,-0.216,0.000,-0.028,-3,0,1305,1304,1303,1430,0,-107,-69,373,987,544,-707,-7.0,9.6,323,124,35,1500,1800,1800,11.8,6.37,31,0.579,0,2,40,0,0
