[RUN] MISSION type=1 hover=1400 sprintThr=2000 cutoff=15.80 target=18.30 yawSpinStart=6000 punchStart=7000 punchThr=2000 punchYaw=1900 kp=0.80 ki=0.00 kd=110.00 tofFull=1.60 tofZero=2.20
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,cmdYaw,rcArm,rcAngle,vbat,amps,diag,tofRaw,tofReadOk,tofReject,tofDt,tofStatus,tofI2c
[FLT] 6541,3,hold,17.698,17.698,-1.000,0,18.380,18.037,0,18.300,0.840,88,121,114,2,0.271,0.338,-0.609,-37,-0,1363,1363,1100,1700,0,93,2546,515,-74,188,-3256,-2.8,1.7,93,124,35,0,1900,0,0,11.0,9.45,15,0.097,0,7,40,2,0
[FLT] 6603,3,hold,17.801,17.801,-1.000,0,18.540,18.197,0,18.300,0.907,97,147,126,2,0.167,0.208,-0.803,-49,-0,1351,1351,1100,1700,0,93,2546,515,-74,188,-3256,-2.8,1.7,93,124,35,0,1900,0,0,11.0,9.02,15,0.097,0,7,40,2,0
[FLT] 6661,3,hold,17.857,17.857,-1.000,0,18.610,18.267,0,18.300,0.970,102,154,126,2,0.114,0.143,-0.906,-55,-0,1345,1345,1100,1700,0,93,2546,515,-74,188,-3256,-2.8,1.7,93,124,35,0,1900,0,0,11.0,9.02,15,0.097,0,7,40,2,0
[FLT] 6723,3,hold,17.977,17.977,-1.000,0,18.800,18.457,0,18.300,1.050,112,175,126,2,0.019,0.023,-1.101,-67,-0,1333,1333,1100,1700,0,85,-58,626,458,-619,-5982,-2.8,1.7,93,124,35,0,1900,0,0,11.0,9.02,15,0.097,0,7,40,2,0
[FLT] 6781,3,hold,18.050,18.050,-1.000,0,18.930,18.587,0,18.300,1.133,120,196,172,2,-0.040,-0.050,-1.240,-75,-0,1325,1324,1100,1700,0,85,-58,626,458,-619,-5982,9.2,-1.9,186,124,35,0,1900,0,0,11.0,9.02,15,0.097,0,7,40,1,0
[FLT] 6843,3,hold,18.213,18.213,-1.000,0,19.150,18.807,0,18.300,1.259,137,228,172,2,-0.171,-0.213,-1.541,-93,-0,1307,1306,1100,1700,0,85,-58,626,458,-619,-5982,9.2,-1.9,186,124,35,0,1900,0,0,11.0,9.02,15,0.097,0,7,40,2,0
[FLT] 6901,3,hold,18.300,18.300,-1.000,0,19.280,18.937,0,18.300,1.372,146,239,172,2,-0.240,-0.300,-1.700,-103,-0,1297,1297,1100,1700,0,85,-58,626,458,-619,-5982,9.2,-1.9,186,124,35,0,1900,0,0,11.0,9.30,15,0.097,0,7,40,2,0
[FLT] 6961,3,hold,18.391,18.391,-1.000,0,19.380,19.037,0,18.300,1.479,154,250,172,2,-0.312,-0.391,-1.852,-112,-0,1288,1287,1100,1700,0,85,-58,626,458,-619,-5982,9.2,-1.9,186,124,35,0,1900,0,0,11.0,9.30,15,0.097,0,7,40,7,0
[FLT] 7023,4,punch,18.651,18.651,-1.000,0,19.840,19.497,0,18.300,1.648,182,325,237,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,174,1560,454,-148,-970,-7501,9.2,-1.9,186,124,35,0,1900,0,0,11.0,9.30,15,0.097,0,7,40,2,0
[FLT] 7083,4,punch,18.862,18.862,-1.000,0,19.960,19.617,0,18.300,1.880,207,338,237,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,174,1560,454,-148,-970,-7501,7.4,5.2,321,124,35,0,1900,0,0,11.0,9.30,15,0.097,0,7,40,2,0
[FLT] 7143,4,punch,19.018,19.018,-1.000,0,19.970,19.627,0,18.300,2.028,216,305,237,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,174,1560,454,-148,-970,-7501,7.4,5.2,321,125,35,0,1900,0,0,11.0,9.30,15,0.097,0,7,60,2,0
[FLT] 7203,4,punch,19.191,19.191,-1.000,0,20.210,19.867,0,18.300,2.159,226,272,235,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,174,1560,454,-148,-970,-7501,7.4,5.2,321,125,35,0,1900,0,0,10.9,15.55,15,0.097,0,7,40,1,0
[FLT] 7263,4,punch,19.351,19.351,-1.000,0,20.420,20.077,0,18.300,2.238,231,289,235,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,174,1560,454,-148,-970,-7501,7.4,5.2,321,125,35,0,1900,0,0,10.9,15.55,15,0.097,0,7,60,2,0
[FLT] 7323,4,punch,19.561,19.561,-1.000,0,20.940,20.597,0,18.300,2.352,247,365,235,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,-49,-84,852,509,4,-6965,7.4,5.2,321,125,35,0,1900,0,0,10.9,15.55,15,0.097,0,7,40,2,0
[FLT] 7382,4,punch,19.738,19.738,-1.000,0,21.280,20.937,0,18.300,2.524,267,444,406,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,-49,-84,852,509,4,-6965,0.2,-2.8,94,125,35,0,1900,0,0,10.9,15.55,15,0.097,0,7,40,2,0
[FLT] 7443,4,punch,20.129,20.129,-1.000,0,21.750,21.407,0,18.300,2.826,311,542,406,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,-49,-84,852,509,4,-6965,0.2,-2.8,94,124,35,0,1900,0,0,10.9,15.55,15,0.097,0,7,40,2,0
[FLT] 7502,4,punch,20.340,20.340,-1.000,0,21.980,21.637,0,18.300,3.113,333,571,406,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,-49,-84,852,509,4,-6965,0.2,-2.8,94,124,35,0,1900,0,0,10.6,19.32,15,0.097,0,7,40,2,0
[FLT] 7563,4,punch,20.753,20.753,-1.000,0,22.130,21.787,0,18.300,3.429,369,537,414,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,-49,-84,852,509,4,-6965,0.2,-2.8,94,124,35,0,1900,0,0,10.6,19.32,15,0.097,0,7,41,2,0
[FLT] 7622,4,punch,20.941,20.941,-1.000,0,22.200,21.857,0,18.300,3.637,378,476,414,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,425,48,484,321,-724,-7114,0.2,-2.8,94,124,35,0,1900,0,0,10.6,19.32,15,0.097,0,7,40,1,0
[FLT] 7683,4,punch,21.307,21.307,-1.000,0,22.590,22.247,0,18.300,3.788,390,443,414,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,425,48,484,321,-724,-7114,5.2,0.4,222,124,35,0,1900,0,0,10.6,19.32,15,0.097,0,7,40,2,0
[FLT] 7742,4,punch,21.495,21.495,-1.000,0,22.860,22.517,0,18.300,3.888,396,456,414,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,425,48,484,321,-724,-7114,5.2,0.4,222,124,35,0,1900,0,0,10.6,19.32,15,0.097,0,7,41,2,0
[FLT] 7803,4,punch,21.871,21.871,-1.000,0,23.060,22.717,0,18.300,3.991,407,454,421,2,0.000,0.000,0.000,0,0,2000,2000,2000,2000,0,425,48,484,321,-724,-7114,5.2,0.4,222,124,35,0,1900,0,0,10.6,17.05,15,0.097,0,7,39,2,0
