[RUN] MISSION type=1 hover=1400 sprintThr=2000 sprintYaw=1700 cutoff=12.00 target=18.30 punchStart=7500 punchThr=1750 kp=0.80 ki=0.00 kd=110.00 tofFull=1.60 tofZero=2.20
[FLT] ms,state,phase,alt,lowRel,tof,tofW,baro,cbaro,src,setpt,fV,usedV,bfV,derV,vsrc,desV,aErr,vErr,P,I,rawThr,thr,minThr,maxThr,sat,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,cycle,sensors,rcThr,cmdYaw,rcArm,rcAngle,vbat,amps,diag,tofRaw,tofReadOk,tofReject,tofDt,tofStatus,tofI2c
[FLT] 5582,3,hold,12.413,12.413,-1.000,0,11.870,11.870,0,18.300,0.247,28,52,51,2,1.200,5.803,0.920,101,0,1501,1501,1100,1700,0,93,-15,570,-135,97,42,-0.8,0.0,67,124,35,0,1500,0,0,11.3,7.07,15,0.000,0,7,40,2,0
[FLT] 5642,3,hold,12.429,12.429,-1.000,0,11.870,11.870,0,18.300,0.274,30,45,51,2,1.200,5.781,0.900,99,0,1499,1499,1100,1700,0,93,-15,570,-135,97,42,-0.8,0.0,67,125,35,0,1500,0,0,11.3,7.07,15,0.000,0,7,60,2,0
[FLT] 5702,3,hold,12.444,12.444,-1.000,0,11.910,11.910,0,18.300,0.300,32,41,41,2,1.200,5.760,0.880,97,0,1497,1496,1100,1700,0,93,-15,570,-135,97,42,-0.8,0.0,67,125,35,0,1500,0,0,11.3,7.00,15,0.000,0,7,40,2,0
[FLT] 5762,3,hold,12.461,12.461,-1.000,0,11.950,11.950,0,18.300,0.316,33,42,41,2,1.200,5.740,0.870,96,0,1496,1495,1100,1700,0,93,-15,570,-135,97,42,-0.8,0.0,67,125,35,0,1500,0,0,11.3,7.00,15,0.000,0,7,60,2,0
[FLT] 5822,3,hold,12.480,12.480,-1.000,0,12.010,12.010,0,18.300,0.334,35,51,41,2,1.200,5.715,0.850,94,0,1494,1493,1100,1700,0,34,-36,541,-33,-63,51,-0.8,0.0,67,125,35,0,1500,0,0,11.3,7.00,15,0.000,0,7,40,2,0
[FLT] 5880,3,hold,12.498,12.498,-1.000,0,12.080,12.080,0,18.300,0.354,37,63,41,2,1.200,5.691,0.830,91,0,1491,1491,1100,1700,0,34,-36,541,-33,-63,51,0.0,0.0,68,125,35,0,1500,0,0,11.3,7.00,15,0.000,0,7,40,2,0
[FLT] 5942,3,hold,12.553,12.553,-1.000,0,12.210,12.210,0,18.300,0.405,46,93,77,2,1.200,5.609,0.740,81,0,1481,1481,1100,1700,0,34,-36,541,-33,-63,51,0.0,0.0,68,124,35,0,1500,0,0,11.3,7.00,15,0.000,0,7,40,2,0
[FLT] 6000,3,hold,12.585,12.585,-1.000,0,12.250,12.250,0,18.300,0.459,50,103,77,2,1.200,5.565,0.700,77,0,1477,1477,1100,1700,0,34,-36,541,-33,-63,51,0.0,0.0,68,124,35,0,1500,0,0,11.3,6.60,15,0.000,0,7,40,2,0
[FLT] 6062,3,hold,12.650,12.650,-1.000,0,12.300,12.300,0,18.300,0.530,59,99,77,2,1.200,5.473,0.610,67,0,1467,1467,1100,1700,0,34,-36,541,-33,-63,51,0.0,0.0,68,124,35,0,1500,0,0,11.3,6.60,15,0.000,0,7,40,2,0
[FLT] 6120,3,hold,12.682,12.682,-1.000,0,12.330,12.330,0,18.300,0.582,62,96,82,2,1.200,5.432,0.580,64,0,1464,1463,1100,1700,0,30,-15,527,3,-28,99,0.0,0.0,68,124,35,0,1500,0,0,11.3,6.60,15,0.000,0,7,40,2,0
[FLT] 6182,3,hold,12.744,12.744,-1.000,0,12.390,12.390,0,18.300,0.629,67,90,82,2,1.200,5.355,0.530,58,0,1458,1458,1100,1700,0,30,-15,527,3,-28,99,-0.5,-0.1,67,124,35,0,1500,0,0,11.3,6.60,15,0.000,0,7,40,2,0
[FLT] 6240,3,hold,12.774,12.774,-1.000,0,12.390,12.390,0,18.300,0.659,68,81,82,2,1.200,5.322,0.520,57,0,1457,1457,1100,1700,0,30,-15,527,3,-28,99,-0.5,-0.1,67,124,35,0,1500,0,0,11.3,6.60,15,0.000,0,7,40,2,0
[FLT] 6302,3,hold,12.828,12.828,-1.000,0,12.460,12.460,0,18.300,0.679,69,70,74,2,1.200,5.265,0.510,56,0,1456,1456,1100,1700,0,30,-15,527,3,-28,99,-0.5,-0.1,67,124,35,0,1500,0,0,11.4,5.90,15,0.000,0,7,40,2,0
[FLT] 6360,3,hold,12.857,12.857,-1.000,0,12.540,12.540,0,18.300,0.691,70,79,74,2,1.200,5.233,0.500,55,0,1455,1455,1100,1700,0,30,-15,527,3,-28,99,-0.5,-0.1,67,124,35,0,1500,0,0,11.4,5.90,15,0.000,0,7,40,2,0
[FLT] 6422,3,hold,12.924,12.924,-1.000,0,12.670,12.670,0,18.300,0.709,73,101,74,2,1.200,5.157,0.470,52,0,1452,1451,1100,1700,0,26,-28,530,34,61,-62,-0.5,-0.1,67,124,35,0,1500,0,0,11.4,5.90,15,0.000,0,7,40,2,0
[FLT] 6480,3,hold,12.963,12.963,-1.000,0,12.730,12.730,0,18.300,0.737,76,114,74,2,1.200,5.109,0.440,48,0,1448,1448,1100,1700,0,26,-28,530,34,61,-62,0.2,0.1,67,124,35,0,1500,0,0,11.4,5.90,15,0.000,0,7,40,2,0
[FLT] 6542,3,hold,13.049,13.049,-1.000,0,12.780,12.780,0,18.300,0.787,83,114,108,2,1.200,5.002,0.370,41,0,1441,1440,1100,1700,0,26,-28,530,34,61,-62,0.2,0.1,67,125,35,0,1500,0,0,11.4,5.90,15,0.000,0,7,41,2,0
[FLT] 6602,3,hold,13.106,13.106,-1.000,0,12.800,12.800,0,18.300,0.820,85,102,108,2,1.200,4.939,0.350,39,0,1438,1438,1100,1700,0,26,-28,530,34,61,-62,0.2,0.1,67,125,35,0,1500,0,0,11.4,5.50,15,0.000,0,7,59,1,0
[FLT] 6660,3,hold,13.126,13.126,-1.000,0,12.820,12.820,0,18.300,0.851,87,96,108,2,1.200,4.913,0.330,36,0,1436,1436,1100,1700,0,26,-28,530,34,61,-62,0.2,0.1,67,125,35,0,1500,0,0,11.4,5.50,15,0.000,0,2,20,1,0
[FLT] 6722,3,hold,13.207,13.207,-1.000,0,12.840,12.840,0,18.300,0.857,85,75,82,2,1.200,4.838,0.350,39,0,1438,1438,1100,1700,0,12,-57,552,39,-152,-129,0.2,0.1,67,125,35,0,1500,0,0,11.4,5.50,15,0.000,0,7,40,2,0
[FLT] 6782,3,hold,13.243,13.243,-1.000,0,12.890,12.890,0,18.300,0.840,82,58,82,2,1.200,4.811,0.380,42,0,1442,1441,1100,1700,0,12,-57,552,39,-152,-129,0.1,-1.3,68,125,35,0,1500,0,0,11.4,5.50,15,0.000,0,7,40,2,0
[FLT] 6842,3,hold,13.288,13.288,-1.000,0,12.960,12.960,0,18.300,0.821,80,65,82,2,1.200,4.772,0.400,44,0,1444,1444,1100,1700,0,12,-57,552,39,-152,-129,0.1,-1.3,68,125,35,0,1500,0,0,11.4,5.50,15,0.000,0,7,59,2,0
[FLT] 6902,3,hold,13.341,13.341,-1.000,0,13.110,13.110,0,18.300,0.814,82,93,98,2,1.200,4.713,0.380,42,0,1442,1441,1100,1700,0,12,-57,552,39,-152,-129,0.1,-1.3,68,125,35,0,1500,0,0,11.4,5.32,15,0.000,0,7,40,2,0
[FLT] 6962,3,hold,13.401,13.401,-1.000,0,13.200,13.200,0,18.300,0.827,85,115,98,2,1.200,4.644,0.350,39,0,1438,1438,1100,1700,0,12,-57,552,39,-152,-129,0.1,-1.3,68,125,35,0,1500,0,0,11.4,5.32,15,0.000,0,7,60,2,0
[FLT] 7022,3,hold,13.479,13.479,-1.000,0,13.310,13.310,0,18.300,0.872,92,136,98,2,1.200,4.545,0.280,31,0,1431,1430,1100,1700,0,48,-32,547,158,69,90,0.1,-1.3,68,125,35,0,1500,0,0,11.4,5.32,15,0.000,0,7,40,2,0
[FLT] 7081,3,hold,13.531,13.531,-1.000,0,13.400,13.400,0,18.300,0.922,96,146,98,2,1.200,4.481,0.240,26,0,1426,1426,1100,1700,0,48,-32,547,158,69,90,0.5,0.3,69,125,35,0,1500,0,0,11.4,5.32,15,0.000,0,7,40,2,0
[FLT] 7142,3,hold,13.652,13.652,-1.000,0,13.560,13.560,0,18.300,1.003,108,167,135,2,1.200,4.348,0.120,13,0,1413,1413,1100,1700,0,48,-32,547,158,69,90,0.5,0.3,69,124,35,0,1500,0,0,11.4,5.32,15,0.000,0,7,40,2,0
[FLT] 7201,3,hold,13.718,13.718,-1.000,0,13.670,13.670,0,18.300,1.081,114,180,135,2,1.200,4.282,0.060,7,0,1407,1406,1100,1700,0,48,-32,547,158,69,90,0.5,0.3,69,124,35,0,1500,0,0,11.5,5.17,15,0.000,0,7,40,2,0
[FLT] 7262,3,hold,13.850,13.850,-1.000,0,13.710,13.710,0,18.300,1.165,124,175,135,2,1.200,4.150,-0.040,-2,-0,1398,1397,1100,1700,0,48,-32,547,158,69,90,0.5,0.3,69,124,35,0,1500,0,0,11.5,5.17,15,0.000,0,7,40,2,0
[FLT] 7321,3,hold,13.906,13.906,-1.000,0,13.670,13.670,0,18.300,1.217,125,146,119,2,1.200,4.094,-0.050,-3,-0,1397,1396,1100,1700,0,34,-35,493,-57,-320,-9,0.5,0.3,69,124,35,0,1500,0,0,11.5,5.17,15,0.000,0,7,40,2,0
[FLT] 7382,3,hold,13.989,13.989,-1.000,0,13.630,13.630,0,18.300,1.223,121,80,119,2,1.200,4.011,-0.010,-1,-0,1399,1399,1100,1700,0,34,-35,493,-57,-320,-9,-0.5,-1.1,68,124,35,0,1500,0,0,11.5,5.17,15,0.000,0,7,40,2,0
[FLT] 7443,3,hold,14.044,14.044,-1.000,0,13.630,13.630,0,18.300,1.199,116,55,119,2,1.200,3.956,0.040,4,0,1404,1404,1100,1700,0,34,-35,493,-57,-320,-9,-0.5,-1.1,68,125,35,0,1500,0,0,11.5,5.17,15,0.000,0,7,60,2,0
[FLT] 7502,3,hold,14.062,14.062,-1.000,0,13.600,13.600,0,18.300,1.110,101,18,49,2,1.200,3.938,0.190,21,0,1421,1420,1100,1700,0,34,-35,493,-57,-320,-9,-0.5,-1.1,68,125,35,0,1500,0,0,11.5,4.42,15,0.000,0,7,40,2,0
[FLT] 7563,4,punch,14.092,14.092,-1.000,0,13.610,13.610,0,18.300,1.018,92,8,49,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,34,-35,493,-57,-320,-9,-0.5,-1.1,68,125,35,0,1500,0,0,11.5,4.42,15,0.000,0,7,60,2,0
[FLT] 7622,4,punch,14.092,14.092,-1.000,0,13.630,13.630,0,18.300,0.885,77,4,49,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,22,1,676,66,-204,-59,-0.5,-1.1,68,125,35,0,1500,0,0,11.5,4.42,15,0.000,0,7,40,2,0
[FLT] 7681,4,punch,14.103,14.103,-1.000,0,13.680,13.680,0,18.300,0.783,71,8,49,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,22,1,676,66,-204,-59,0.3,-0.6,68,125,35,0,1500,0,0,11.5,4.42,15,0.000,0,7,40,2,0
[FLT] 7742,4,punch,14.148,14.148,-1.000,0,13.930,13.930,0,18.300,0.717,68,69,65,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,22,1,676,66,-204,-59,0.3,-0.6,68,124,35,0,1500,0,0,11.5,4.42,15,0.000,0,7,40,1,0
[FLT] 7801,4,punch,14.190,14.190,-1.000,0,14.090,14.090,0,18.300,0.708,71,120,65,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,22,1,676,66,-204,-59,0.3,-0.6,68,124,35,0,1500,0,0,11.3,13.40,15,0.000,0,7,40,2,0
[FLT] 7862,4,punch,14.309,14.309,-1.000,0,14.410,14.410,0,18.300,0.774,86,211,65,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,22,1,676,66,-204,-59,0.3,-0.6,68,124,35,0,1500,0,0,11.3,13.40,15,0.000,0,7,40,2,0
[FLT] 7921,4,punch,14.408,14.408,-1.000,0,14.630,14.630,0,18.300,0.917,104,266,229,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,119,131,899,6,-95,-157,0.3,-0.6,68,124,35,0,1500,0,0,11.3,13.40,15,0.000,0,7,40,2,0
[FLT] 7982,4,punch,14.662,14.662,-1.000,0,15.300,15.300,0,18.300,1.192,147,405,229,2,0.000,0.000,0.000,0,0,1750,1750,1750,1750,0,119,131,899,6,-95,-157,0.3,0.0,68,124,35,0,1500,0,0,11.3,13.40,15,0.000,0,7,40,2,0
